city_baidu_id,name,province_id,20200101_moveOut,20200102_moveOut,20200103_moveOut,20200104_moveOut,20200105_moveOut,20200106_moveOut,20200107_moveOut,20200108_moveOut,20200109_moveOut,20200110_moveOut,20200111_moveOut,20200112_moveOut,20200113_moveOut,20200114_moveOut,20200115_moveOut,20200116_moveOut,20200117_moveOut,20200118_moveOut,20200119_moveOut,20200120_moveOut,20200121_moveOut,20200122_moveOut,20200123_moveOut,20200124_moveOut,20200125_moveOut,20200126_moveOut,20200127_moveOut,20200128_moveOut,20200129_moveOut,20200130_moveOut,20200131_moveOut,20200201_moveOut,20200202_moveOut,20200203_moveOut,20200204_moveOut,20200205_moveOut,20200206_moveOut,20200207_moveOut,20200208_moveOut,20200209_moveOut,20200210_moveOut,20200211_moveOut,20200212_moveOut,20200213_moveOut,20200214_moveOut,20200215_moveOut,20200216_moveOut,20200217_moveOut,20200218_moveOut,20200219_moveOut,20200220_moveOut,20200221_moveOut,20200222_moveOut,20200223_moveOut,20200224_moveOut,20200225_moveOut,20200226_moveOut,20200227_moveOut,20200228_moveOut,20200229_moveOut,20200301_moveOut,20200302_moveOut,20200303_moveOut,20200304_moveOut,20200305_moveOut,20200306_moveOut,20200307_moveOut,20200308_moveOut,20200309_moveOut,20200310_moveOut,20200311_moveOut,20200312_moveOut,20200313_moveOut,20200314_moveOut,20200315_moveOut,20200316_moveOut,20200317_moveOut,20200318_moveOut,20200319_moveOut,20200320_moveOut,20200321_moveOut,20200322_moveOut,20200323_moveOut,20200324_moveOut,20200325_moveOut,20200326_moveOut,20200327_moveOut,20200328_moveOut,20200329_moveOut,20200330_moveOut,20200331_moveOut,20200401_moveOut,20200402_moveOut,20200403_moveOut,20200404_moveOut,20200405_moveOut,20200406_moveOut,20200407_moveOut,20200408_moveOut,20200409_moveOut,20200410_moveOut,20200411_moveOut
110000,北京市,110000,4.4227814400000005,6.696743039999999,8.673350076,8.600743944,11.762675496,11.812068647999999,12.425751215999998,13.437820296,12.133979496,10.795881851999999,8.770978079999999,7.521993072,8.297349696,7.750093607999999,7.681255920000001,7.683558912,6.893835804,5.630618772,5.036052528000001,4.651922016,5.0462698679999995,4.6177251120000005,4.009931568,1.5185186640000001,0.544605768,0.277644024,0.11616469200000001,0.06713506799999999,0.034016112,0.017057628000000002,0.047517840000000006,0.040004604000000006,0.050762051999999995,0.027580175999999998,0.03501144,0.06603379200000001,0.03877826400000001,0.021757248,0.03954484800000001,0.06045354,0.038478888,0.0674487,0.051397415999999994,0.03360852,0.14113440000000002,0.134091936,0.08663436000000001,0.0700488,0.043854696000000006,0.027806327999999998,0.0366282,0.046586016,0.058051080000000005,0.017679060000000003,0.07252156800000001,0.042104448,0.062503488,0.046410084,0.04377207600000001,0.034930116000000004,0.041643071999999996,0.017561124000000004,0.031194072000000003,0.030835727999999996,0.040789979999999997,0.060365088,0.030373056000000002,0.037592099999999996,0.030789072,0.03979368,0.062775648,0.05494229999999999,0.031158431999999996,0.111399624,0.0705915,0.06379560000000001,0.046951488,0.06562296000000001,0.042684408,0.0506898,0.057034368,0.047624111999999996,0.048265631999999996,0.023145264,0.033138719999999997,0.13303278000000002,0.1047735,0.12988965600000002,0.055025568000000004,0.09237888,0.14020938,0.14442073200000002,0.07313328,0.062900064,0.078103116,0.055780164,0.258445404,0.376225236,0.768990024,0.79997544,0.778470912,0.67716324
120000,天津市,120000,0.6910596,0.8811504,1.270618164,1.646950968,1.703192832,1.735422408,1.729357128,2.20292136,2.198774808,1.920739716,1.6634613599999999,1.367635104,1.267650648,0.927828108,1.299904848,1.2005560800000001,0.9664255799999999,1.079844696,1.036834344,0.913770396,0.9663069959999999,0.8288224560000002,0.668321928,0.35042738399999995,0.103734432,0.0,0.025814376,0.022378356000000002,0.0,0.01218402,0.019007136,0.004706424,0.013844195999999998,0.0,0.018672768,0.008254224000000001,0.011079504,0.008158967999999999,0.014123160000000003,0.00863622,0.019239444,0.010791792,0.011421648,0.01833192,0.0,0.018285264,0.06641967600000001,0.036425375999999995,0.028376568,0.0,0.007848899999999999,0.025881120000000004,0.02019168,0.03030696,0.018130392000000002,0.018420696000000004,0.023438808,0.014655815999999999,0.0,0.024182388000000003,0.0,0.017561124000000004,0.028794528,0.02569644,0.01359666,0.007545636,0.020248704000000003,0.017542980000000003,0.030789072,0.018570384000000002,0.010917504,0.023546699999999997,0.044141112,0.021736512000000003,0.03388392,0.0231984,0.554614452,0.72185256,0.351325512,0.17234532,0.224572824,0.130966308,0.064354176,0.07715088,0.04556574,0.0429138,0.07543692,0.089923608,0.080421984,0.064665216,0.13411332,0.128373984,0.07313328,0.062900064,0.09612691200000001,0.091276632,0.07384154400000001,0.073515276,0.20972455199999998,0.53331696,0.559525968,0.49658637600000005
130100,石家庄市,130000,0.5182947,0.669674304,0.9943968239999998,1.2199636800000002,1.3306194,1.1756087279999998,1.4091058079999998,1.982629224,2.2802109120000003,1.920739716,1.73907324,1.367635104,1.267650648,1.036984356,1.240818264,1.080500472,1.3529958119999999,1.311239988,1.184953536,1.24605054,1.6105116599999998,1.6576449120000003,1.002482892,0.38936376,0.103734432,0.039663432,0.0,0.012787632,0.007849872,0.017057628000000002,0.009503568,0.018825696,0.0,0.012729312,0.009336384,0.008254224000000001,0.005539752,0.0,0.011298528,0.005757480000000001,0.010993968000000002,0.008093844,0.008566236,0.0,0.018817920000000002,0.018285264,0.011551248,0.011207808,0.018057816,0.01263924,0.0,0.015528672,0.0126198,0.00757674,0.012950280000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.025087320000000003,0.0,0.017987508,0.010877328,0.007545636,0.020248704000000003,0.00751842,0.012828780000000001,0.007958736,0.0,0.0,0.010386144,0.0,0.0,0.0,0.023475744,0.24867648,0.055818072,0.15206940000000002,0.06416366400000001,0.015874704,0.0,0.01928772,0.0,0.0,0.0,0.03497029200000001,0.04232736000000001,0.0,0.17678573999999997,0.07488482400000002,0.053631072,0.08386675200000002,0.048063456000000004,0.05070924,0.058018356,0.047568708,0.0,0.31999017599999996,0.291926592,0.15800475600000002
130200,唐山市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009590724,0.0,0.0,0.004751784,0.0,0.0,0.0,0.004668192,0.008254224000000001,0.0,0.0,0.0,0.005757480000000001,0.0,0.0,0.0,0.00916596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005176224,0.0,0.0,0.0,0.0,0.0,0.004885272,0.0,0.005373864000000001,0.0052053839999999995,0.0,0.004799088,0.0,0.005438664,0.0,0.0,0.0,0.0,0.0,0.01364688,0.0052326,0.0,0.0,0.0,0.0,0.0,0.06562296000000001,0.09850248,0.04731048000000001,0.021387888,0.01984338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048140244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130300,秦皇岛市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008566236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00504792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00751842,0.0,0.0,0.0,0.0,0.0,0.0,0.00847098,0.0,0.0,0.0,0.01641708,0.0168966,0.01782324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130400,邯郸市,130000,0.3455298,0.52869024,0.6629312159999999,0.792976392,0.851596416,0.895701888,1.088854488,1.3217528159999998,1.710158184,1.390880484,1.2097900799999999,1.0568089440000001,1.15240968,0.982406232,1.358991432,1.2605838839999999,1.28856744,1.234108224,1.184953536,1.24605054,1.503144216,1.420838496,1.11386988,0.35042738399999995,0.0,0.0,0.025814376,0.012787632,0.0,0.0,0.009503568,0.011766060000000002,0.0,0.008486208,0.009336384,0.0,0.011079504,0.0,0.005649264,0.014393700000000002,0.005496984000000001,0.005395896,0.008566236,0.0,0.009408960000000001,0.021332808,0.020214684000000004,0.016811712,0.0,0.007583543999999999,0.007848899999999999,0.0,0.00504792,0.0,0.015540336,0.0,0.0,0.0,0.012874140000000001,0.010747728000000002,0.0,0.0,0.0,0.005139288,0.0,0.0,0.015186528000000001,0.00751842,0.0,0.0,0.019105632,0.007848899999999999,0.007789607999999999,0.010868256000000001,0.0141183,0.0115992,0.0,0.07943832,0.01641708,0.0506898,0.0,0.015874704,0.012066407999999999,0.0,0.024854039999999997,0.030039660000000003,0.03771846,0.0,0.029629152000000006,0.041570496,0.0,0.06953590800000001,0.048755520000000004,0.036691704000000006,0.060079320000000005,0.040567392,0.036920772000000004,0.034595424,0.0,0.213326784,0.24327216,0.0
130500,邢台市,130000,0.0,0.0,0.0,0.0,0.585472536,0.615795048,0.7045529039999999,0.881168544,1.1401054560000001,0.861021252,0.8317306799999999,0.8081480160000001,0.86430726,0.709515612,0.9453853440000001,1.020472668,1.1597106959999999,1.1569764599999999,1.184953536,1.329120576,1.288409328,1.065628872,0.891095904,0.0,0.0,0.0,0.0,0.012787632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005439312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008405856,0.0,0.0,0.0,0.0,0.0,0.00757674,0.0,0.0,0.005208623999999999,0.0,0.0,0.0,0.007808075999999999,0.0,0.0,0.0,0.0,0.005030424,0.005062176000000001,0.00501228,0.005131512,0.005305824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086346,0.022983912000000002,0.054069120000000005,0.024952536000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031646376,0.0,0.0,0.0,0.0,0.0
130600,保定市,130000,0.31097682,0.52869024,0.55244268,0.670980024,0.638697312,0.783739152,0.896703696,1.028029968,1.22154156,0.99348606,0.9073425599999999,0.8081480160000001,0.691445808,0.654937488,0.88629876,0.660305844,0.837568836,0.925581168,0.8146555560000001,0.9968404319999999,1.07367444,1.065628872,0.668321928,0.0,0.0,0.0,0.025814376,0.0,0.0,0.004873608,0.0,0.0,0.009229464,0.012729312,0.0,0.0,0.008309628,0.013598279999999999,0.016947792,0.0,0.0,0.005395896,0.0,0.00916596,0.047044800000000005,0.0,0.008663436,0.0,0.0077390639999999995,0.0,0.0052326,0.007764336,0.00504792,0.012627900000000001,0.0,0.007894584,0.028647431999999997,0.0,0.007724484,0.008060796,0.010410767999999999,0.017561124000000004,0.004799088,0.0,0.008157995999999999,0.0,0.0,0.0,0.0,0.010611648,0.0,0.007848899999999999,0.007789607999999999,0.021736512000000003,0.03388392,0.0173988,0.008803403999999999,0.11397672000000002,0.055818072,0.08110368,0.032081832000000005,0.0,0.016088544,0.0,0.0,0.0,0.0,0.0,0.0,0.032332608,0.07924878,0.064186992,0.0,0.036691704000000006,0.0,0.0,0.042195168,0.0,0.0,0.0,0.21894494399999997,0.15800475600000002
130700,张家口市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005233248,0.0,0.0,0.009412848,0.0,0.0,0.004668192,0.0,0.0,0.0,0.0,0.005757480000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005603904,0.0,0.0,0.007848899999999999,0.0,0.0,0.00757674,0.0,0.0,0.007812936,0.0,0.0,0.0,0.0,0.0,0.009598176,0.0,0.0,0.0,0.0,0.00751842,0.0,0.0,0.008188128,0.0,0.0,0.0,0.0,0.0086994,0.0,0.04144608,0.029550744,0.027034560000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130800,承德市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00504792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00501228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034538400000000004,0.029550744,0.013517280000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
