id,name,province_id,20200101_moveOut,20200101_moveIn,20200102_moveOut,20200102_moveIn,20200103_moveOut,20200103_moveIn,20200104_moveOut,20200104_moveIn,20200105_moveOut,20200105_moveIn,20200106_moveOut,20200106_moveIn,20200107_moveOut,20200107_moveIn,20200108_moveOut,20200108_moveIn,20200109_moveOut,20200109_moveIn,20200110_moveOut,20200110_moveIn,20200111_moveOut,20200111_moveIn,20200112_moveOut,20200112_moveIn,20200113_moveOut,20200113_moveIn,20200114_moveOut,20200114_moveIn,20200115_moveOut,20200115_moveIn,20200116_moveOut,20200116_moveIn,20200117_moveOut,20200117_moveIn,20200118_moveOut,20200118_moveIn,20200119_moveOut,20200119_moveIn,20200120_moveOut,20200120_moveIn,20200121_moveOut,20200121_moveIn,20200122_moveOut,20200122_moveIn,20200123_moveOut,20200123_moveIn,20200124_moveOut,20200124_moveIn,20200125_moveOut,20200125_moveIn,20200126_moveOut,20200126_moveIn,20200127_moveOut,20200127_moveIn,20200128_moveOut,20200128_moveIn,20200129_moveOut,20200129_moveIn,20200130_moveOut,20200130_moveIn,20200131_moveOut,20200131_moveIn,20200201_moveOut,20200201_moveIn,20200202_moveOut,20200202_moveIn,20200203_moveOut,20200203_moveIn,20200204_moveOut,20200204_moveIn,20200205_moveOut,20200205_moveIn,20200206_moveOut,20200206_moveIn,20200207_moveOut,20200207_moveIn,20200208_moveOut,20200208_moveIn,20200209_moveOut,20200209_moveIn,20200210_moveOut,20200210_moveIn,20200211_moveOut,20200211_moveIn,20200212_moveOut,20200212_moveIn,20200213_moveOut,20200213_moveIn,20200214_moveOut,20200214_moveIn,20200215_moveOut,20200215_moveIn,20200216_moveOut,20200216_moveIn,20200217_moveOut,20200217_moveIn,20200218_moveOut,20200218_moveIn,20200219_moveOut,20200219_moveIn,20200220_moveOut,20200220_moveIn,20200221_moveOut,20200221_moveIn,20200222_moveOut,20200222_moveIn,20200223_moveOut,20200223_moveIn,20200224_moveOut,20200224_moveIn,20200225_moveOut,20200225_moveIn,20200226_moveOut,20200226_moveIn,20200227_moveOut,20200227_moveIn,20200228_moveOut,20200228_moveIn,20200229_moveOut,20200229_moveIn,20200230_moveOut,20200230_moveIn,20200231_moveOut,20200231_moveIn,20200301_moveOut,20200301_moveIn,20200302_moveOut,20200302_moveIn,20200303_moveOut,20200303_moveIn,20200304_moveOut,20200304_moveIn,20200305_moveOut,20200305_moveIn,20200306_moveOut,20200306_moveIn,20200307_moveOut,20200307_moveIn,20200308_moveOut,20200308_moveIn,20200309_moveOut,20200309_moveIn,20200310_moveOut,20200310_moveIn,20200311_moveOut,20200311_moveIn,20200312_moveOut,20200312_moveIn,20200313_moveOut,20200313_moveIn,20200314_moveOut,20200314_moveIn,20200315_moveOut,20200315_moveIn,20200316_moveOut,20200316_moveIn,20200317_moveOut,20200317_moveIn,20200318_moveOut,20200318_moveIn,20200319_moveOut,20200319_moveIn,20200320_moveOut,20200320_moveIn,20200321_moveOut,20200321_moveIn,20200322_moveOut,20200322_moveIn,20200323_moveOut,20200323_moveIn,20200324_moveOut,20200324_moveIn,20200325_moveOut,20200325_moveIn,20200326_moveOut,20200326_moveIn,20200327_moveOut,20200327_moveIn,20200328_moveOut,20200328_moveIn,20200329_moveOut,20200329_moveIn,20200330_moveOut,20200330_moveIn,20200331_moveOut,20200331_moveIn
110000,北京市,110000,4.4227814400000005,3.6506142720000003,6.696743039999999,5.86716048,8.673350076,6.622454052,8.600743944,6.274377611999999,11.762675496,11.22822324,11.812068647999999,9.093232368,12.425751215999998,8.246330063999999,13.437820296,8.18111016,12.133979496,7.170723936,10.795881851999999,7.504954884,8.770978079999999,5.379097248,7.521993072,5.292226368,8.297349696,6.952677120000001,7.750093607999999,5.795075664,7.681255920000001,5.2824798,7.683558912,5.12116992,6.893835804,4.705868988000001,5.630618772,3.0898972799999997,5.036052528000001,2.818928304,4.651922016,2.3417372160000003,5.0462698679999995,1.9905280200000002,4.6177251120000005,1.13066928,4.009931568,0.630765792,1.5185186640000001,0.34205652,0.544605768,0.26372304,0.277644024,0.212910768,0.11616469200000001,0.113837724,0.06713506799999999,0.086655744,0.034016112,0.04850118,0.017057628000000002,0.024771096000000003,0.047517840000000006,0.065772,0.040004604000000006,0.061331580000000004,0.050762051999999995,0.042842844,0.027580175999999998,0.052591031999999996,0.03501144,0.06117768,0.06603379200000001,0.088615296,0.03877826400000001,0.051705864000000004,0.021757248,0.028514592,0.03954484800000001,0.047115432000000006,0.06045354,0.07598026799999999,0.038478888,0.05840100000000001,0.0674487,0.085617,0.051397415999999994,0.05978966399999999,0.03360852,0.042194196,0.14113440000000002,0.17894034,0.134091936,0.168063984,0.08663436000000001,0.10553003999999999,0.0700488,0.0875934,0.043854696000000006,0.058098384,0.027806327999999998,0.037147572,0.0366282,0.05179658400000001,0.046586016,0.067079664,0.058051080000000005,0.083827548,0.017679060000000003,0.0238707,0.07252156800000001,0.09822254400000001,0.042104448,0.054571968000000005,0.062503488,0.081228096,0.046410084,0.062951256,0.04377207600000001,0.054766044,0.034930116000000004,0.038695644,0,0,0,0,0.041643071999999996,0.047366208,0.017561124000000004,0.022525776,0.031194072000000003,0.040671071999999996,0.030835727999999996,0.0358668,0.040789979999999997,0.04581036,0.060365088,0.07695129599999999,0.030373056000000002,0.036939888,0.037592099999999996,0.05047595999999999,0.030789072,0.042079824,0.03979368,0.0482355,0.062775648,0.074765916,0.05494229999999999,0.070618716,0.031158431999999996,0.043121808,0.111399624,0.14905976399999998,0.0705915,0.1067742,0.06379560000000001,0.11439014399999999,0.046951488,0.089569152,0.06562296000000001,0.11840450400000001,0.042684408,0.09030528000000002,0.0506898,0.12478536,0.057034368,0.148811904,0.047624111999999996,0.125080848,0.048265631999999996,0.13508467200000002,0.023145264,0.07404501599999999,0.033138719999999997,0.10934870399999999,0.13303278000000002,0.40619944799999996,0.1047735,0.2992059,0.12988965600000002,0.343261152,0.055025568000000004,0.2509299,0.09237888,0.34056936000000004,0.14020938,0.356593104
120000,天津市,120000,0.6910596,0.5704084800000001,0.8811504,0.7719948,1.270618164,0.9701684280000001,1.646950968,1.201476564,1.703192832,1.6258060800000003,1.735422408,1.335972528,1.729357128,1.147685112,2.20292136,1.3411655999999998,2.198774808,1.299392928,1.920739716,1.3352373720000001,1.6634613599999999,1.020173616,1.367635104,0.9622229760000001,1.267650648,1.0622145600000001,0.927828108,0.693776664,1.299904848,0.89395812,1.2005560800000001,0.8001828,0.9664255799999999,0.65970126,1.079844696,0.5925830400000001,1.036834344,0.580367592,0.913770396,0.459984096,0.9663069959999999,0.38116494,0.8288224560000002,0.20294064,0.668321928,0.105127632,0.35042738399999995,0.07893612,0.103734432,0.05023296,0.0,0.0,0.025814376,0.025297272,0.022378356000000002,0.028885248000000006,0.0,0.0,0.01218402,0.01769364,0.019007136,0.0263088,0.004706424,0.00721548,0.013844195999999998,0.011684412,0.0,0.0,0.018672768,0.032628096,0.008254224000000001,0.011076912,0.011079504,0.014773103999999999,0.008158967999999999,0.010692971999999999,0.014123160000000003,0.016826940000000002,0.00863622,0.010854323999999999,0.019239444,0.029200500000000004,0.010791792,0.01369872,0.011421648,0.013286592,0.01833192,0.023015016,0.0,0.0,0.018285264,0.022917816,0.06641967600000001,0.080906364,0.036425375999999995,0.045548568000000005,0.028376568,0.037593072,0.0,0.0,0.007848899999999999,0.011099268,0.025881120000000004,0.037266480000000005,0.02019168,0.029157408,0.03030696,0.0409212,0.018130392000000002,0.024555636000000002,0.018420696000000004,0.023875236000000005,0.023438808,0.030460535999999996,0.014655815999999999,0.019879344,0.0,0.0,0.024182388000000003,0.026789292,0,0,0,0,0.0,0.0,0.017561124000000004,0.022525776,0.028794528,0.037542528,0.02569644,0.029889,0.01359666,0.015270120000000002,0.007545636,0.009618911999999999,0.020248704000000003,0.024626592000000003,0.017542980000000003,0.023555448,0.030789072,0.042079824,0.018570384000000002,0.022509900000000003,0.010917504,0.013002768,0.023546699999999997,0.030265164,0.044141112,0.06108922800000001,0.021736512000000003,0.029084832,0.03388392,0.051251616,0.0231984,0.041596416,0.554614452,1.0580356079999997,0.72185256,1.302449544,0.351325512,0.7432819200000002,0.17234532,0.42427022400000003,0.224572824,0.585946872,0.130966308,0.34397233200000005,0.064354176,0.18011289600000002,0.07715088,0.24681672,0.04556574,0.150354468,0.0429138,0.13103208,0.07543692,0.21542824800000002,0.089923608,0.23764233599999998,0.080421984,0.3667437,0.064665216,0.23839855200000004,0.13411332,0.341089056
130100,石家庄市,130000,0.5182947,0.42780636,0.669674304,0.586716048,0.9943968239999998,0.759262248,1.2199636800000002,0.88998264,1.3306194,1.270161,1.1756087279999998,0.9050136480000001,1.4091058079999998,0.9351508319999999,1.982629224,1.20704904,2.2802109120000003,1.3475185920000001,1.920739716,1.3352373720000001,1.73907324,1.066545144,1.367635104,0.9622229760000001,1.267650648,1.0622145600000001,1.036984356,0.7753974480000001,1.240818264,0.8533236599999999,1.080500472,0.72016452,1.3529958119999999,0.923581764,1.311239988,0.7195651200000001,1.184953536,0.663277248,1.24605054,0.62725104,1.6105116599999998,0.6352749000000001,1.6576449120000003,0.40588128,1.002482892,0.157691448,0.38936376,0.0877068,0.103734432,0.05023296,0.039663432,0.030415823999999998,0.0,0.0,0.012787632,0.016505856000000003,0.007849872,0.011192579999999999,0.017057628000000002,0.024771096000000003,0.009503568,0.0131544,0.018825696,0.02886192,0.0,0.0,0.012729312,0.024272784,0.009336384,0.016314048,0.008254224000000001,0.011076912,0.005539752,0.007386551999999999,0.0,0.0,0.011298528,0.013461552000000002,0.005757480000000001,0.007236216,0.010993968000000002,0.016686000000000003,0.008093844,0.01027404,0.008566236,0.009964944,0.0,0.0,0.018817920000000002,0.023858711999999997,0.018285264,0.022917816,0.011551248,0.014070672,0.011207808,0.014014944000000001,0.018057816,0.023922864000000002,0.01263924,0.01688526,0.0,0.0,0.015528672,0.022359888,0.0126198,0.01822338,0.00757674,0.0102303,0.012950280000000002,0.01753974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.025087320000000003,0.03217968,0.0,0.0,0.017987508,0.0209223,0.010877328,0.012216096000000001,0.007545636,0.009618911999999999,0.020248704000000003,0.024626592000000003,0.00751842,0.010095192,0.012828780000000001,0.017533260000000002,0.007958736,0.0096471,0.0,0.0,0.0,0.0,0.010386144,0.014373936,0.0,0.0,0.0,0.0,0.0,0.0,0.023475744,0.044784576,0.24867648,0.44869075199999997,0.055818072,0.11809152000000002,0.15206940000000002,0.37435608000000004,0.06416366400000001,0.167413392,0.015874704,0.041693616,0.0,0.0,0.01928772,0.06170418,0.0,0.0,0.0,0.0,0.0,0.0,0.03497029200000001,0.092416464,0.04232736000000001,0.193023,0.0,0.0,0.17678573999999997,0.44961739199999995
130200,唐山市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009590724,0.012379392,0.0,0.0,0.0,0.0,0.004751784,0.0065772,0.0,0.0,0.0,0.0,0.0,0.0,0.004668192,0.008157024,0.008254224000000001,0.011076912,0.0,0.0,0.0,0.0,0.0,0.0,0.005757480000000001,0.007236216,0.0,0.0,0.0,0.0,0.0,0.0,0.00916596,0.011507508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005176224,0.007453296000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004885272,0.006626448,0.0,0.0,0.005373864000000001,0.005953176,0,0,0,0,0.0052053839999999995,0.005920776,0.0,0.0,0.004799088,0.006257088,0.0,0.0,0.005438664,0.0061080480000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01364688,0.01625346,0.0052326,0.006725592000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06562296000000001,0.11840450400000001,0.09850248,0.20839680000000002,0.04731048000000001,0.11646633600000002,0.021387888,0.055804464,0.01984338,0.05211702000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130300,秦皇岛市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008566236,0.009964944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00504792,0.007289352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00751842,0.010095192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847098,0.012812904,0.0,0.0,0.0,0.0,0.0,0.0,0.01641708,0.0347328,0.0168966,0.041595120000000006,0.01782324,0.04650372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130400,邯郸市,130000,0.3455298,0.28520424000000005,0.52869024,0.46319688,0.6629312159999999,0.506174832,0.792976392,0.5784887160000001,0.851596416,0.8129030400000001,0.895701888,0.6895342080000001,1.088854488,0.722616552,1.3217528159999998,0.8046993599999999,1.710158184,1.0106389439999999,1.390880484,0.9668960280000001,1.2097900799999999,0.741944448,1.0568089440000001,0.7435359360000001,1.15240968,0.9656496000000001,0.982406232,0.734587056,1.358991432,0.93459258,1.2605838839999999,0.84019194,1.28856744,0.87960168,1.234108224,0.67723776,1.184953536,0.663277248,1.24605054,0.62725104,1.503144216,0.5929232400000001,1.420838496,0.34789823999999997,1.11386988,0.17521272000000002,0.35042738399999995,0.07893612,0.0,0.0,0.0,0.0,0.025814376,0.025297272,0.012787632,0.016505856000000003,0.0,0.0,0.0,0.0,0.009503568,0.0131544,0.011766060000000002,0.0180387,0.0,0.0,0.008486208,0.016181855999999998,0.009336384,0.016314048,0.0,0.0,0.011079504,0.014773103999999999,0.0,0.0,0.005649264,0.006730776000000001,0.014393700000000002,0.01809054,0.005496984000000001,0.008343000000000001,0.005395896,0.00684936,0.008566236,0.009964944,0.0,0.0,0.009408960000000001,0.011929355999999999,0.021332808,0.026737452000000002,0.020214684000000004,0.024623676,0.016811712,0.021022416,0.0,0.0,0.007583543999999999,0.010131155999999999,0.007848899999999999,0.011099268,0.0,0.0,0.00504792,0.007289352,0.0,0.0,0.015540336,0.021047688000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.012874140000000001,0.01610766,0.010747728000000002,0.011906352,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005139288,0.0059778,0.0,0.0,0.0,0.0,0.015186528000000001,0.018469944,0.00751842,0.010095192,0.0,0.0,0.0,0.0,0.019105632,0.022754844000000003,0.007848899999999999,0.010088388,0.007789607999999999,0.010780452,0.010868256000000001,0.014542416,0.0141183,0.02135484,0.0115992,0.020798208,0.0,0.0,0.07943832,0.143331768,0.01641708,0.0347328,0.0506898,0.12478536,0.0,0.0,0.015874704,0.041693616,0.012066407999999999,0.033771168000000004,0.0,0.0,0.024854039999999997,0.08201152799999999,0.030039660000000003,0.09172245600000001,0.03771846,0.10771412400000001,0.0,0.0,0.029629152000000006,0.13511610000000002,0.041570496,0.153256212,0.0,0.0
130500,邢台市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585472536,0.5588708400000001,0.615795048,0.474054768,0.7045529039999999,0.46757541599999997,0.881168544,0.53646624,1.1401054560000001,0.6737592960000001,0.861021252,0.5985546840000001,0.8317306799999999,0.510086808,0.8081480160000001,0.5685863040000001,0.86430726,0.7242372,0.709515612,0.530535096,0.9453853440000001,0.65015136,1.020472668,0.68015538,1.1597106959999999,0.791641512,1.1569764599999999,0.6349104,1.184953536,0.663277248,1.329120576,0.669067776,1.288409328,0.50821992,1.065628872,0.26092368,0.891095904,0.140170176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012787632,0.016505856000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005439312,0.007128648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008405856,0.010511208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00757674,0.0102303,0.0,0.0,0.0,0.0,0.005208623999999999,0.006769008,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.007808075999999999,0.008881163999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005030424,0.006412608,0.005062176000000001,0.006156648000000001,0.00501228,0.006730128,0.005131512,0.007013304000000001,0.005305824,0.0064314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086346,0.1557954,0.022983912000000002,0.04862592000000001,0.054069120000000005,0.13310438400000002,0.024952536000000004,0.065105208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130600,保定市,130000,0.31097682,0.256683816,0.52869024,0.46319688,0.55244268,0.42181236000000005,0.670980024,0.489490452,0.638697312,0.60967728,0.783739152,0.603342432,0.896703696,0.595095984,1.028029968,0.62587728,1.22154156,0.7218849599999999,0.99348606,0.69064002,0.9073425599999999,0.5564583359999999,0.8081480160000001,0.5685863040000001,0.691445808,0.57938976,0.654937488,0.489724704,0.88629876,0.6095168999999999,0.660305844,0.44010054,0.837568836,0.571741092,0.925581168,0.50792832,0.8146555560000001,0.456003108,0.9968404319999999,0.5018008319999999,1.07367444,0.4235166000000001,1.065628872,0.26092368,0.668321928,0.105127632,0.0,0.0,0.0,0.0,0.0,0.0,0.025814376,0.025297272,0.0,0.0,0.0,0.0,0.004873608,0.007077456,0.0,0.0,0.0,0.0,0.009229464,0.007789608,0.012729312,0.024272784,0.0,0.0,0.0,0.0,0.008309628,0.011079827999999998,0.013598279999999999,0.01782162,0.016947792,0.020192328000000002,0.0,0.0,0.0,0.0,0.005395896,0.00684936,0.0,0.0,0.00916596,0.011507508,0.047044800000000005,0.059646779999999996,0.0,0.0,0.008663436,0.010553004,0.0,0.0,0.0077390639999999995,0.010252655999999999,0.0,0.0,0.0052326,0.0073995120000000005,0.007764336,0.011179944,0.00504792,0.007289352,0.012627900000000001,0.0170505,0.0,0.0,0.007894584,0.010232244,0.028647431999999997,0.037229543999999996,0.0,0.0,0.007724484,0.009664596,0.008060796,0.008929764,0,0,0,0,0.010410767999999999,0.011841552,0.017561124000000004,0.022525776,0.004799088,0.006257088,0.0,0.0,0.008157995999999999,0.009162072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010611648,0.0128628,0.0,0.0,0.007848899999999999,0.010088388,0.007789607999999999,0.010780452,0.021736512000000003,0.029084832,0.03388392,0.051251616,0.0173988,0.031197311999999994,0.008803403999999999,0.016794215999999997,0.11397672000000002,0.205649928,0.055818072,0.11809152000000002,0.08110368,0.199656576,0.032081832000000005,0.083706696,0.0,0.0,0.016088544,0.045028224000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032332608,0.11919927600000002,0.07924878,0.20155262399999999
130700,张家口市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005233248,0.00746172,0.0,0.0,0.0,0.0,0.009412848,0.01443096,0.0,0.0,0.0,0.0,0.004668192,0.008157024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005757480000000001,0.007236216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005603904,0.007007472000000001,0.0,0.0,0.0,0.0,0.007848899999999999,0.011099268,0.0,0.0,0.0,0.0,0.00757674,0.0102303,0.0,0.0,0.0,0.0,0.007812936,0.010153512,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.009598176,0.012514176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00751842,0.010095192,0.0,0.0,0.0,0.0,0.008188128,0.009752076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086994,0.015598655999999997,0.0,0.0,0.04144608,0.074781792,0.029550744,0.06251904,0.027034560000000003,0.06655219200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130800,承德市,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00504792,0.007289352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00501228,0.006730128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034538400000000004,0.062318160000000004,0.029550744,0.06251904,0.013517280000000001,0.033276096000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
