id,name,city_baidu_id,420100_moveIn_mean,420100_moveIn_mean_before,420100_moveIn_mean_after,420100_moveIn_max,420100_moveIn_max_before,420100_moveIn_max_after,420100_moveIn_min,420100_moveIn_min_before,420100_moveIn_min_after
450900,玉林市,450900,0.0035555555555555557,0.0,0.0044444444444444444,0.07,0.0,0.07,0.0,0.0,0.0
451000,百色市,451000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451100,贺州市,451100,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
451200,河池市,451200,0.002,0.0,0.0025,0.04,0.0,0.04,0.0,0.0,0.0
451300,来宾市,451300,0.0006666666666666666,0.0,0.0008333333333333333,0.03,0.0,0.03,0.0,0.0,0.0
451400,崇左市,451400,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
460100,海口市,460100,0.02711111111111111,0.09888888888888887,0.009166666666666668,0.14,0.14,0.09,0.0,0.07,0.0
460200,三亚市,460200,0.034444444444444444,0.13555555555555554,0.009166666666666665,0.19,0.18,0.19,0.0,0.11,0.0
460300,三沙市,460300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460400,儋州市,460400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500000,重庆市,500000,0.4562222222222224,1.1833333333333333,0.2744444444444445,1.32,1.32,0.64,0.17,0.92,0.17
510100,成都市,510100,0.1408888888888888,0.3466666666666667,0.08944444444444444,0.5,0.5,0.29,0.01,0.21,0.01
510300,自贡市,510300,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
510400,攀枝花市,510400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510500,泸州市,510500,0.0013333333333333333,0.0,0.0016666666666666666,0.02,0.0,0.02,0.0,0.0,0.0
510600,德阳市,510600,0.002888888888888889,0.0,0.0036111111111111114,0.09,0.0,0.09,0.0,0.0,0.0
510700,绵阳市,510700,0.0022222222222222222,0.0,0.002777777777777778,0.07,0.0,0.07,0.0,0.0,0.0
510800,广元市,510800,0.0015555555555555557,0.0,0.0019444444444444446,0.03,0.0,0.03,0.0,0.0,0.0
510900,遂宁市,510900,0.0026666666666666666,0.0,0.003333333333333333,0.06,0.0,0.06,0.0,0.0,0.0
511000,内江市,511000,0.002,0.0,0.0025,0.02,0.0,0.02,0.0,0.0,0.0
511100,乐山市,511100,0.002,0.0,0.0025,0.05,0.0,0.05,0.0,0.0,0.0
511300,南充市,511300,0.022000000000000006,0.07444444444444445,0.00888888888888889,0.12,0.12,0.09,0.0,0.0,0.0
511400,眉山市,511400,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
511500,宜宾市,511500,0.0013333333333333333,0.0,0.0016666666666666666,0.03,0.0,0.03,0.0,0.0,0.0
511600,广安市,511600,0.011555555555555553,0.027777777777777776,0.007500000000000001,0.13,0.13,0.08,0.0,0.0,0.0
511700,达州市,511700,0.03400000000000001,0.11777777777777779,0.013055555555555558,0.14,0.14,0.09,0.0,0.09,0.0
511800,雅安市,511800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511900,巴中市,511900,0.0013333333333333333,0.0,0.0016666666666666666,0.02,0.0,0.02,0.0,0.0,0.0
512000,资阳市,512000,0.004222222222222223,0.0,0.005277777777777778,0.12,0.0,0.12,0.0,0.0,0.0
513200,阿坝藏族羌族自治州,513200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513300,甘孜藏族自治州,513300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513400,凉山彝族自治州,513400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520100,贵阳市,520100,0.021555555555555564,0.04666666666666666,0.015277777777777779,0.12,0.12,0.06,0.0,0.0,0.0
520200,六盘水市,520200,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
520300,遵义市,520300,0.005555555555555555,0.0,0.006944444444444444,0.04,0.0,0.04,0.0,0.0,0.0
520400,安顺市,520400,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
520500,毕节市,520500,0.003999999999999999,0.0,0.004999999999999999,0.04,0.0,0.04,0.0,0.0,0.0
520600,铜仁市,520600,0.014888888888888892,0.0,0.018611111111111116,0.3,0.0,0.3,0.0,0.0,0.0
522300,黔西南布依族苗族自治州,522300,0.0013333333333333333,0.0,0.0016666666666666666,0.02,0.0,0.02,0.0,0.0,0.0
522600,黔东南苗族侗族自治州,522600,0.0011111111111111111,0.0,0.001388888888888889,0.03,0.0,0.03,0.0,0.0,0.0
522700,黔南布依族苗族自治州,522700,0.002,0.0,0.0025000000000000005,0.03,0.0,0.03,0.0,0.0,0.0
530100,昆明市,530100,0.06266666666666665,0.18555555555555556,0.031944444444444456,0.36,0.22,0.36,0.0,0.14,0.0
530300,曲靖市,530300,0.0024444444444444444,0.0,0.0030555555555555557,0.04,0.0,0.04,0.0,0.0,0.0
530400,玉溪市,530400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530500,保山市,530500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530600,昭通市,530600,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
530700,丽江市,530700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530800,普洱市,530800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530900,临沧市,530900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532300,楚雄彝族自治州,532300,0.0022222222222222222,0.0,0.002777777777777778,0.03,0.0,0.03,0.0,0.0,0.0
532500,红河哈尼族彝族自治州,532500,0.0008888888888888889,0.0,0.0011111111111111111,0.02,0.0,0.02,0.0,0.0,0.0
532600,文山壮族苗族自治州,532600,0.00022222222222222223,0.0,0.0002777777777777778,0.01,0.0,0.01,0.0,0.0,0.0
532800,西双版纳傣族自治州,532800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532900,大理白族自治州,532900,0.0031111111111111114,0.007777777777777778,0.0019444444444444446,0.07,0.07,0.03,0.0,0.0,0.0
533100,德宏傣族景颇族自治州,533100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533300,怒江傈僳族自治州,533300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533400,迪庆藏族自治州,533400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540100,拉萨市,540100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540200,日喀则市,540200,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
540300,昌都市,540300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540400,林芝市,540400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542200,山南市,540500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542400,那曲市,540600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542500,阿里地区,542500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610100,西安市,610100,0.11599999999999994,0.27666666666666667,0.07583333333333335,0.36,0.36,0.33,0.0,0.2,0.0
610200,铜川市,610200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610300,宝鸡市,610300,0.0024444444444444444,0.0,0.0030555555555555557,0.05,0.0,0.05,0.0,0.0,0.0
610400,咸阳市,610400,0.019555555555555562,0.027777777777777776,0.0175,0.1,0.1,0.08,0.0,0.0,0.0
610500,渭南市,610500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610600,延安市,610600,0.002888888888888889,0.0,0.0036111111111111114,0.04,0.0,0.04,0.0,0.0,0.0
610700,汉中市,610700,0.0031111111111111114,0.0,0.003888888888888889,0.09,0.0,0.09,0.0,0.0,0.0
610800,榆林市,610800,0.0031111111111111114,0.0,0.003888888888888889,0.06,0.0,0.06,0.0,0.0,0.0
610900,安康市,610900,0.03755555555555557,0.08888888888888886,0.02472222222222223,0.16,0.16,0.1,0.0,0.0,0.0
611000,商洛市,611000,0.004666666666666666,0.0,0.005833333333333333,0.04,0.0,0.04,0.0,0.0,0.0
620100,兰州市,620100,0.009333333333333332,0.013333333333333332,0.008333333333333335,0.12,0.12,0.06,0.0,0.0,0.0
620200,嘉峪关市,620200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620300,金昌市,620300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620400,白银市,620400,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
620500,天水市,620500,0.0051111111111111105,0.008888888888888889,0.0041666666666666675,0.08,0.08,0.06,0.0,0.0,0.0
620600,武威市,620600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620700,张掖市,620700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620800,平凉市,620800,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
620900,酒泉市,620900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621000,庆阳市,621000,0.0026666666666666666,0.0,0.003333333333333333,0.04,0.0,0.04,0.0,0.0,0.0
621100,定西市,621100,0.0013333333333333333,0.0,0.0016666666666666666,0.03,0.0,0.03,0.0,0.0,0.0
621200,陇南市,621200,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
622900,临夏回族自治州,622900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623000,甘南藏族自治州,623000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630100,西宁市,630100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630200,海东市,630200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632200,海北藏族自治州,632200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632300,黄南藏族自治州,632300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632500,海南藏族自治州,632500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632600,果洛藏族自治州,632600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632700,玉树藏族自治州,632700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632800,海西蒙古族藏族自治州,632800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640100,银川市,640100,0.002,0.0,0.0025000000000000005,0.03,0.0,0.03,0.0,0.0,0.0
640200,石嘴山市,640200,0.0006666666666666666,0.0,0.0008333333333333333,0.02,0.0,0.02,0.0,0.0,0.0
640300,吴忠市,640300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640400,固原市,640400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640500,中卫市,640500,0.0015555555555555557,0.0,0.0019444444444444446,0.07,0.0,0.07,0.0,0.0,0.0
650100,乌鲁木齐市,650100,0.003333333333333333,0.01,0.0016666666666666666,0.09,0.09,0.02,0.0,0.0,0.0
650200,克拉玛依市,650200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650400,吐鲁番市,650400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652200,哈密市,650500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652300,昌吉回族自治州,652300,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
652700,博尔塔拉蒙古自治州,652700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652800,巴音郭楞蒙古自治州,652800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652900,阿克苏地区,652900,0.00044444444444444447,0.0,0.0005555555555555556,0.01,0.0,0.01,0.0,0.0,0.0
653000,克孜勒苏柯尔克孜自治州,653000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653100,喀什地区,653100,0.00022222222222222223,0.0,0.0002777777777777778,0.01,0.0,0.01,0.0,0.0,0.0
653200,和田地区,653200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654000,伊犁哈萨克自治州,654000,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
654200,塔城地区,654200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654300,阿勒泰地区,654300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710000,台湾省,-999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810000,香港特别行政区,-999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820000,澳门特别行政区,-999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419001,济源市,419001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429004,仙桃市,429004,2.9811111111111113,3.143333333333333,2.9405555555555556,3.38,3.38,3.37,2.47,2.76,2.47
429005,潜江市,429005,1.0148888888888887,1.0966666666666667,0.9944444444444446,1.41,1.35,1.41,0.62,0.9,0.62
429006,天门市,429006,2.1537777777777776,2.18,2.1472222222222226,2.75,2.43,2.75,1.19,1.94,1.19
429021,神农架林区,429021,0.07177777777777777,0.022222222222222223,0.08416666666666667,0.15,0.1,0.15,0.0,0.0,0.03
469001,五指山市,469001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469002,琼海市,469002,0.00044444444444444447,0.0,0.0005555555555555556,0.01,0.0,0.01,0.0,0.0,0.0
469005,文昌市,469005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469006,万宁市,469006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469007,东方市,469007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469021,定安县,469021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469022,屯昌县,469022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469023,澄迈县,469023,0.0008888888888888889,0.0,0.0011111111111111111,0.04,0.0,0.04,0.0,0.0,0.0
469024,临高县,469024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469025,白沙黎族自治县,469025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469026,昌江黎族自治县,469026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469027,乐东黎族自治县,469027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469028,陵水黎族自治县,469028,0.00044444444444444447,0.0,0.0005555555555555556,0.02,0.0,0.02,0.0,0.0,0.0
469029,保亭黎族苗族自治县,469029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469030,琼中黎族苗族自治县,469030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659001,石河子市,659001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659002,阿拉尔市,659002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659003,图木舒克市,659003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659004,五家渠市,659004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659005,北屯市,659005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659006,铁门关市,659006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659007,双河市,659007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659008,可克达拉市,659008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
