id,moveIn_index_mean,moveIn_index_max,moveIn_index_min,moveIn_index_mean_before,moveIn_index_max_before,moveIn_index_min_before,moveIn_index_mean_after,moveIn_index_max_after,moveIn_index_min_after,moveOut_index_mean,moveOut_index_max,moveOut_index_min,moveOut_index_mean_before,moveOut_index_max_before,moveOut_index_min_before,moveOut_index_mean_after,moveOut_index_max_after,moveOut_index_min_after,travel_index_mean,travel_index_max,travel_index_min,travel_index_mean_before,travel_index_max_before,travel_index_min_before,travel_index_mean_after,travel_index_max_after,travel_index_min_after
211200,0.4120575032967034,1.426572,0.1038744,0.734606446153846,1.426572,0.3601584,0.28303792615384615,0.671652,0.1038744,0.4088997494505494,0.8731476,0.1473552,0.5177470153846154,0.8388684,0.3648888,0.365360843076923,0.8731476,0.1473552,4.220228571428573,5.7005,2.5021,5.135476923076923,5.7005,4.2926,3.8541292307692316,5.0024,2.5021
211300,0.3378419208791208,1.2971016,0.0764316,0.6498517846153846,1.2971016,0.3294756,0.2130379753846154,0.4418388,0.0764316,0.32514610549450546,0.6672132,0.0948672,0.3845929846153846,0.5390712,0.2116044,0.3013673538461539,0.6672132,0.0948672,4.730704395604398,6.1888,2.5204,5.511553846153847,6.1888,4.083,4.418364615384615,5.5542,2.5204
211400,0.36394813186813196,1.1284272,0.0909792,0.6568402153846153,1.1284272,0.3825468,0.24679129846153847,0.4881708,0.0909792,0.3432153362637362,0.6067872,0.1034208,0.49262704615384617,0.6067872,0.3240324,0.2834506523076924,0.5948316,0.1034208,4.3091395604395615,5.9529,2.0465,5.426984615384615,5.9529,3.934,3.8620015384615383,5.2956,2.0465
220100,1.3071374109890106,2.7441828,0.393498,2.0751975692307694,2.6059644,1.2271824,0.9999133476923078,2.7441828,0.393498,1.3167178417582421,4.4574948,0.3403944,2.529150230769231,4.4574948,1.4389164,0.8317448861538461,1.9410192,0.3403944,4.14829010989011,6.1182,1.7909,5.3598423076923085,6.1182,2.922,3.6636692307692313,5.6716,1.7909
220200,0.42633593406593384,1.3310892,0.1269432,0.808524553846154,1.3310892,0.447444,0.2734604861538462,0.838998,0.1269432,0.4407995076923078,1.064826,0.169614,0.6996991846153848,1.064826,0.410346,0.33723963692307696,0.9139392,0.169614,4.161937362637363,5.6245,2.2751,5.214538461538463,5.6245,3.7762,3.740896923076923,5.1743,2.2751
220300,0.5461311956043957,1.7179128,0.1302804,0.9572081538461539,1.7179128,0.479844,0.38170041230769236,0.9731988,0.1302804,0.5330718593406594,1.137078,0.1763532,0.7218047076923078,1.030644,0.5194692,0.4575787199999999,1.137078,0.1763532,3.784386813186813,5.4071,1.913,4.868684615384615,5.4071,3.8743,3.350667692307693,4.7169,1.913
220400,0.14797649670329674,0.452142,0.0397872,0.26554292307692307,0.452142,0.1385748,0.10094992615384617,0.2889108,0.0397872,0.1512211252747253,0.3430188,0.0582876,0.20128998461538458,0.3158028,0.1444068,0.13119358153846156,0.3430188,0.0582876,4.169890109890109,5.7393,2.0429,5.2477769230769225,5.7393,4.2482,3.738735384615385,5.2655,2.0429
220500,0.21173791648351648,0.6974748,0.0406944,0.4273198615384616,0.6974748,0.2152656,0.12550513846153852,0.4514292,0.0406944,0.213263920879121,0.4875552,0.0566028,0.3138288923076923,0.4097628,0.210924,0.17303793230769227,0.4875552,0.0566028,3.7240659340659343,5.4032,1.6387,4.908030769230769,5.4032,3.5817,3.2504799999999987,4.9034,1.6387
220600,0.10014092307692306,0.3762612,0.0126684,0.21615161538461536,0.3762612,0.100764,0.053736646153846164,0.2121552,0.0126684,0.10508103296703299,0.250776,0.0219672,0.1671615692307692,0.2131596,0.0997596,0.08024881846153847,0.250776,0.0219672,3.8440879120879137,5.306,1.8043,4.925861538461538,5.306,4.2024,3.4113784615384612,4.9049,1.8043
220700,0.37619853626373634,1.1967264,0.0979776,0.6661664307692308,1.1967264,0.4038984,0.26021137846153836,0.6785208,0.0979776,0.38002244835164833,0.8671536,0.130086,0.4946981538461538,0.7059636,0.347166,0.3341521661538461,0.8671536,0.130086,4.504643956043956,5.8785,2.4619,5.364119230769232,5.8785,4.1499,4.160853846153847,5.4237,2.4619
220800,0.20927978901098895,0.644922,0.0368712,0.40334510769230764,0.644922,0.2240136,0.13165366153846156,0.3827736,0.0368712,0.21433240879120877,0.4640652,0.0665496,0.31942536923076925,0.458946,0.2076516,0.1722952246153846,0.4640652,0.0665496,4.076351648351648,5.4899,2.0675,5.081107692307692,5.4899,4.3775,3.6744492307692305,4.9863,2.0675
222400,0.14496650109890102,0.4037364,0.028512,0.3060391846153846,0.4037364,0.1622916,0.08053742769230769,0.288198,0.028512,0.1413419736263736,0.364338,0.0299052,0.279944723076923,0.364338,0.1602828,0.08590087384615383,0.270378,0.0299052,3.864086813186811,5.5574,1.7037,5.107423076923076,5.5574,3.6635,3.3667523076923076,5.0861,1.7037
230100,1.204409472527473,3.1805136,0.214974,2.4462236769230765,3.1805136,1.2931164,0.7076837907692309,2.1151044,0.214974,1.1253346021978028,3.6871524,0.2135808,2.4829989230769227,3.6871524,1.404054,0.5822688738461538,1.7663508,0.2135808,3.0941461538461543,5.7564,1.1925,5.083700000000001,5.7564,3.016,2.2983246153846153,4.4508,1.1925
230200,0.3742256967032966,1.289682,0.0674244,0.8431103076923075,1.289682,0.42201,0.18667185230769234,0.7013952,0.0674244,0.3736528219780218,0.818586,0.1088964,0.590968523076923,0.818586,0.3576636,0.28672654153846155,0.815022,0.1088964,3.3821999999999997,5.6105,1.4889,5.068873076923078,5.6105,4.1649,2.707530769230769,4.4778,1.4889
230300,0.09122309010989012,0.3255552,0.010044,0.21302626153846155,0.3255552,0.10206,0.04250182153846154,0.1774872,0.010044,0.09974322197802202,0.220806,0.023328,0.1687691076923077,0.2105676,0.0946728,0.07213286769230767,0.220806,0.023328,3.032854945054945,5.167,1.1804,4.7853615384615384,5.167,3.7423,2.3318523076923077,4.298,1.1804
230400,0.07082283956043955,0.243162,0.0094608,0.15611067692307687,0.243162,0.07776,0.03670770461538461,0.1401624,0.0094608,0.07812280879120877,0.1827684,0.0161676,0.1451220923076923,0.1827684,0.0849852,0.05132309538461538,0.14985,0.0161676,3.692047252747253,5.4858,1.7007,5.177803846153846,5.4858,4.4577,3.0977446153846153,4.902,1.7007
230500,0.11245185494505494,0.347328,0.0130572,0.24331153846153847,0.347328,0.1293084,0.06010798153846156,0.1850688,0.0130572,0.12136292307692305,0.2495448,0.024786,0.20536366153846156,0.2495448,0.1124928,0.08776262769230771,0.240894,0.024786,3.231247252747252,5.3463,1.2149,4.939042307692308,5.3463,3.9075,2.54812923076923,4.5537,1.2149
230600,0.34918939780219777,0.9029232,0.0652212,0.6811863230769232,0.893592,0.4112856,0.21639062769230774,0.9029232,0.0652212,0.3854425054945054,1.1541528,0.0835272,0.761507169230769,1.1541528,0.431244,0.23501663999999992,0.7477596,0.0835272,3.701128571428571,6.1595,1.6995,5.546880769230769,6.1595,3.815,2.9628276923076915,5.2919,1.6995
230700,0.07957511208791206,0.323838,0.006642,0.19691723076923073,0.323838,0.0854388,0.03263826461538462,0.1455084,0.006642,0.08028399560439559,0.1753488,0.0157464,0.1365136615384615,0.1712016,0.0684288,0.05779212923076923,0.1753488,0.0157464,2.9904417582417575,4.8333,1.3527,4.348730769230769,4.8333,3.744,2.4471261538461544,3.8805,1.3527
230800,0.23089094505494498,0.6301152,0.0387828,0.4810702153846153,0.6301152,0.2656152,0.1308192369230769,0.4205196,0.0387828,0.22203328351648352,0.5824872,0.0515808,0.4077639692307692,0.5824872,0.2278044,0.14774100923076922,0.39447,0.0515808,3.381851648351648,5.4885,1.3142,5.066957692307692,5.4885,3.7002,2.70780923076923,4.7225,1.3142
230900,0.05468372307692308,0.1823148,0.0086832,0.1290354923076923,0.1823148,0.0638604,0.024943015384615384,0.1197828,0.0086832,0.06268652307692307,0.1478736,0.014256,0.11383864615384617,0.1478736,0.0663552,0.04222567384615384,0.1401948,0.014256,3.4390527472527475,6.1719,1.4604,5.675557692307692,6.1719,4.4949,2.54445076923077,4.2473,1.4604
231000,0.17361664615384617,0.5668056,0.0423792,0.3675966923076924,0.5668056,0.1727244,0.0960246276923077,0.3323268,0.0423792,0.17510704615384612,0.3993624,0.0557604,0.29753667692307695,0.3993624,0.1663092,0.12613519384615385,0.3458052,0.0557604,3.269969230769231,5.2824,1.5355,4.85565,5.2824,3.6237,2.6356969230769236,4.2834,1.5355
231100,0.11375782417582418,0.34506,0.0165888,0.2495884153846154,0.34506,0.129114,0.0594255876923077,0.2150712,0.0165888,0.11918037362637361,0.2564136,0.0258552,0.2134038461538461,0.2564136,0.1048788,0.0814909846153846,0.2188296,0.0258552,2.8814912087912092,4.8316,1.1116,4.423792307692308,4.8316,3.5221,2.2645707692307693,4.1564,1.1116
231200,0.533442145054945,2.0991636,0.0856332,1.1894600769230772,2.0991636,0.6306012,0.27103497230769225,0.9222012,0.0856332,0.5303577362637364,1.2558888,0.1512432,0.7822531384615385,1.000836,0.4713876,0.4295995753846154,1.2558888,0.1512432,3.2833120879120883,5.7058,1.6217,4.90813076923077,5.7058,3.924,2.6333846153846157,4.2706,1.6217
232700,0.02669403956043957,0.089262,0.0025596,0.0649482923076923,0.089262,0.0325944,0.01139233846153846,0.0473364,0.0025596,0.02857786813186814,0.0867024,0.0049248,0.06061666153846154,0.0867024,0.0293868,0.015762350769230767,0.0532656,0.0049248,2.8104274725274725,4.8178,1.4171,4.350596153846155,4.8178,3.4894,2.19436,3.7524,1.4171
310000,4.328343059340657,9.5546952,1.5252624,6.154783753846153,9.5546952,1.9504476,3.597766781538462,5.8599612,1.5252624,4.793034184615386,22.5761256,0.6071436,12.05487983076923,22.5761256,4.1795352,1.888295926153846,4.6940472,0.6071436,3.975281318681317,6.961,1.4803,5.3275,6.961,1.6174,3.4343938461538466,5.8598,1.4803
320100,2.3983672747252744,5.1056568,0.6078564,3.7228223076923075,5.1056568,1.629234,1.8685852615384622,3.379968,0.6078564,2.4063056307692308,9.5041836,0.316872,5.424280892307693,9.5041836,2.6095932,1.1991155261538464,2.8928664,0.316872,3.877562637362636,6.5088,1.3857,5.263480769230769,6.5088,1.8981,3.3231953846153846,5.6825,1.3857
