id,moveIn_index_mean,moveIn_index_max,moveIn_index_min,moveIn_index_mean_before,moveIn_index_max_before,moveIn_index_min_before,moveIn_index_mean_after,moveIn_index_max_after,moveIn_index_min_after,moveOut_index_mean,moveOut_index_max,moveOut_index_min,moveOut_index_mean_before,moveOut_index_max_before,moveOut_index_min_before,moveOut_index_mean_after,moveOut_index_max_after,moveOut_index_min_after,travel_index_mean,travel_index_max,travel_index_min,travel_index_mean_before,travel_index_max_before,travel_index_min_before,travel_index_mean_after,travel_index_max_after,travel_index_min_after
110000,4.460552505494504,13.858452,1.539648,8.432141123076923,13.858452,2.5494264,2.8719170584615386,6.3441792,1.539648,4.917454457142856,23.9144724,0.8073108,13.719755076923077,23.9144724,5.303232,1.3965342092307698,3.6684252,0.8073108,3.281025274725275,6.6375,1.3431,5.149476923076923,6.6375,1.6544,2.5336446153846155,4.2272,1.3431
120000,1.958264545054944,4.458564,0.5415012,3.1629777230769234,4.458564,1.258092,1.4763792738461534,2.5123608,0.5415012,2.1143634725274723,7.012818,0.359802,4.967039630769231,7.012818,2.0054952,0.9732930092307691,1.9949004,0.359802,3.656037362637364,6.3527,1.4763,5.222642307692309,6.3527,2.6262,3.029395384615383,5.2505,1.4763
130100,1.4614664439560439,3.2844528,0.3659256,2.5684614,3.2844528,1.1462796,1.0186684615384616,1.8410004,0.3659256,1.5192473934065933,4.0872924,0.3948264,2.9825782615384613,4.0872924,1.4131908,0.9339150461538459,1.774062,0.3948264,3.7029439560439554,5.9427,1.7145,5.111357692307692,5.9427,2.2496,3.139578461538462,5.1806,1.7145
130200,0.8614287692307692,1.8977652,0.2009448,1.4899015384615382,1.8977652,0.8774892,0.6100396615384617,1.133352,0.2009448,0.8572972351648349,2.2056624,0.200718,1.5663082153846153,2.2056624,0.8376048,0.5736928430769231,1.1321532,0.200718,4.048301098901098,5.9061,1.8941,5.394669230769231,5.9061,3.8499,3.5097538461538464,5.3882,1.8941
130300,0.37802432967032973,0.9455616,0.1004076,0.7050451846153847,0.9455616,0.455382,0.24721598769230768,0.592434,0.1004076,0.39757897582417606,1.1566152,0.0818424,0.7556178461538464,1.1566152,0.4271292,0.2543634276923077,0.5137668,0.0818424,3.8966010989011006,5.7787,1.813,5.170742307692307,5.7787,3.4338,3.3869446153846154,5.0298,1.813
130400,1.0047382417582418,3.4095816,0.2580984,2.0546921076923077,3.4095816,0.8706528,0.5847566953846156,1.0477512,0.2580984,1.0206035604395605,1.7983296,0.4049352,1.2854463230769229,1.7983296,0.595188,0.9146664553846156,1.4042484,0.4049352,3.8962483516483504,5.9318,1.8626,5.089307692307691,5.9318,2.9872,3.419024615384616,4.9924,1.8626
130500,0.8285125054945051,2.8281312,0.1518588,1.7129107384615383,2.8281312,0.67554,0.47475321230769235,1.1258352,0.1518588,0.8221453714285719,1.7485632,0.2437128,1.183838676923077,1.7485632,0.48438,0.677468049230769,1.252098,0.2437128,3.6104373626373634,5.7471,1.4716,4.92485,5.7471,2.6282,3.0846723076923075,5.1127,1.4716
130600,1.2891749934065935,4.0152024,0.2290356,2.7787735384615386,4.0152024,1.401948,0.6933355753846154,1.5609672,0.2290356,1.316602483516483,3.4231896,0.302616,2.5033461230769234,3.4231896,0.93474,0.8419050276923078,1.6792272,0.302616,3.1553813186813193,5.2587,1.2619,4.722723076923078,5.2587,2.3791,2.5284446153846156,4.3571,1.2619
130700,0.49586669010989015,1.8043884,0.121014,1.1212991999999997,1.8043884,0.6611544,0.24569368615384612,0.6114204,0.121014,0.4884631120879121,1.1820168,0.1748304,0.8453247230769232,1.1820168,0.3497256,0.3457184676923075,0.7174332,0.1748304,3.6689912087912093,5.3764,2.0207,4.99101153846154,5.3764,4.5297,3.1401830769230767,4.5373,2.0207
130800,0.37019599120879115,1.4094324,0.0733212,0.816957276923077,1.4094324,0.462186,0.19149147692307694,0.3762936,0.0733212,0.3495557670329671,0.8230896,0.0710532,0.5767960153846154,0.8230896,0.2171448,0.25865966769230775,0.5172012,0.0710532,3.737183516483516,5.4459,1.8534,4.850130769230768,5.4459,3.4198,3.292004615384616,4.74,1.8534
130900,0.9644614813186815,2.7924264,0.2377512,1.8669665076923072,2.7924264,0.8565912,0.6034594707692308,1.3107744,0.2377512,0.9542843208791209,2.24613,0.2301696,1.539351415384615,2.24613,0.7138692,0.7202574830769228,1.3372776,0.2301696,3.7662296703296705,5.8695,1.5548,5.273907692307692,5.8695,2.7633,3.1631584615384623,5.2413,1.5548
131000,1.5505767692307693,4.4011188,0.433026,2.8180909384615394,4.4011188,1.3704876,1.0435711015384614,2.0487492,0.433026,1.712122101098901,4.7762136,0.3830004,3.4433187230769233,4.7762136,1.3233132,1.0196434523076923,2.6244324,0.3830004,2.988310989010987,5.1087,1.1619,4.384534615384615,5.1087,2.1903,2.429821538461538,4.4144,1.1619
131100,0.6429434637362638,2.254878,0.1495908,1.2977134615384618,2.254878,0.6140772,0.38103546461538473,0.7330176,0.1495908,0.6344692615384616,1.3179348,0.1948536,0.9572193692307693,1.3179348,0.4520772,0.5053692184615386,0.9246636,0.1948536,4.000231868131869,5.823,1.9802,5.148946153846154,5.823,3.2408,3.540746153846153,5.0931,1.9802
140100,1.458647287912088,3.2488452,0.3736368,2.3994218769230766,3.2488452,0.7188264,1.082337452307692,2.04849,0.3736368,1.4371917230769236,4.9247676,0.2600424,3.104789815384616,4.9247676,1.7637912,0.7701524861538462,1.6296228,0.2600424,3.270295604395605,5.8871,1.2612,4.82786923076923,5.8871,2.1791,2.647266153846153,4.879,1.2612
140200,0.46466264175824173,1.2344724,0.158922,0.8297266153846152,1.2344724,0.4580064,0.31863705230769246,0.5990436,0.158922,0.4866480000000001,0.8847792,0.2096604,0.7078228615384616,0.8847792,0.3518316,0.3981780553846152,0.6670836,0.2096604,4.002304395604396,5.3955,2.4391,4.976638461538462,5.3955,3.6843,3.6125707692307705,4.9421,2.4391
140300,0.19044577582417582,0.452952,0.0448416,0.32711538461538464,0.452952,0.2006532,0.13577793230769233,0.23895,0.0448416,0.20631928351648343,0.4729752,0.06723,0.32729233846153843,0.4729752,0.1771956,0.15793006153846154,0.292896,0.06723,3.9411076923076926,5.4893,2.0239,4.9077653846153835,5.4893,3.5137,3.554444615384615,5.0337,2.0239
140400,0.4031111868131868,1.0802484,0.1011852,0.6996406153846153,1.0802484,0.3512808,0.2844994153846153,0.4952016,0.1011852,0.3728456703296703,0.8405208,0.1139184,0.5376107076923076,0.8405208,0.242352,0.3069396553846153,0.5433156,0.1139184,3.8290021978021986,5.4412,2.1596,4.7763807692307685,5.4412,2.9066,3.4500507692307707,4.9249,2.1596
140500,0.23754362637362642,0.6277824,0.0232308,0.41121083076923076,0.6277824,0.2051892,0.1680767446153846,0.4453704,0.0232308,0.21794839120879125,0.4844448,0.03402,0.3451547076923077,0.4844448,0.1460916,0.16706586461538458,0.343926,0.03402,3.8011725274725277,6.0448,1.2308,5.249246153846155,6.0448,3.0697,3.2219430769230772,5.4653,1.2308
140600,0.3199115472527472,0.750222,0.1106784,0.5330697230769231,0.750222,0.2651292,0.23464827692307696,0.4005288,0.1106784,0.30165503736263727,0.554526,0.1216296,0.43540366153846155,0.554526,0.1753164,0.2481555876923077,0.4117716,0.1216296,4.054842857142858,5.5075,2.4024,4.9754,5.5075,3.1166,3.6866199999999996,4.9073,2.4024
140700,0.7862048703296702,1.8661428,0.2119932,1.2995652461538465,1.7266608,0.7056072,0.5808607199999999,1.8661428,0.2119932,0.8078758417582421,2.0384136,0.235872,1.366185876923077,2.0384136,0.4873608,0.5845518276923075,1.0739628,0.235872,3.4309747252747256,5.1031,1.8761,4.485296153846154,5.1031,2.6941,3.0092461538461532,4.4381,1.8761
140800,0.5497749494505496,1.875636,0.0898776,1.130685230769231,1.875636,0.443394,0.317410836923077,0.5740308,0.0898776,0.5517367516483519,1.0515096,0.1634256,0.7086802153846155,1.0515096,0.3068604,0.4889593661538461,0.73791,0.1634256,3.8630109890109896,5.8811,1.6192,5.018084615384617,5.8811,2.5623,3.400981538461539,4.8736,1.6192
140900,0.5024990769230767,1.3576248,0.112104,0.8710553076923078,1.3576248,0.5115636,0.35507658461538466,0.6073056,0.112104,0.4698306197802197,0.9154944,0.17253,0.6498742153846154,0.9154944,0.205092,0.3978131815384616,0.6369192,0.17253,3.631254945054946,5.0482,1.8372,4.473992307692307,5.0482,2.772,3.2941599999999998,4.4976,1.8372
141000,0.5400332307692309,1.586952,0.1288872,0.9972084461538461,1.586952,0.5237784,0.35716314461538456,0.6519204,0.1288872,0.5317772835164832,0.9368784,0.1936872,0.7155527538461537,0.9368784,0.3304476,0.45826709538461535,0.6934572,0.1936872,4.068217582417582,5.6948,2.3431,5.04983076923077,5.6948,2.9861,3.675572307692307,5.0696,2.3431
141100,0.5986434065934069,1.5603516,0.1566864,1.0457461384615385,1.5603516,0.62694,0.41980231384615374,0.734994,0.1566864,0.6042578637362637,1.1454696,0.2105352,0.8483615999999999,1.1454696,0.316062,0.5066163692307692,0.8167716,0.2105352,3.8645285714285706,5.3395,2.2416,4.843173076923078,5.3395,3.6297,3.47307076923077,4.882,2.2416
150100,0.6687872703296703,1.491048,0.1899612,1.1142771230769228,1.491048,0.5855004,0.49059132923076915,1.0468116,0.1899612,0.6944986285714289,2.0099016,0.1302804,1.4332277076923075,2.0099016,0.8978688,0.3990069969230769,0.8806968,0.1302804,3.942074725274725,6.5941,1.625,5.597369230769231,6.5941,3.2595,3.2799569230769228,5.6038,1.625
150200,0.44807526593406566,0.9580356,0.1282392,0.7447439076923076,0.9580356,0.48114,0.3294078092307693,0.6670188,0.1282392,0.47170768351648384,1.06191,0.1125252,0.8557799538461539,1.06191,0.5424408,0.31807877538461526,0.6443064,0.1125252,4.545863736263736,6.5908,2.3036,5.903446153846153,6.5908,4.5511,4.002830769230769,6.0218,2.3036
150300,0.20830209230769237,0.4128732,0.0406944,0.3081053076923077,0.4128732,0.1872396,0.16838080615384612,0.2850228,0.0406944,0.20625163516483527,0.3999456,0.0390744,0.3450500307692307,0.3999456,0.1791396,0.15073227692307692,0.307152,0.0390744,4.576597802197803,6.3997,2.2108,5.68083076923077,6.3997,4.1535,4.134904615384617,6.1188,2.2108
150400,0.41147003076923083,1.3247388,0.0915948,0.7962437076923078,1.3247388,0.4026672,0.25756056000000005,0.4710312,0.0915948,0.3844897318681318,0.6686712,0.1072116,0.5229297692307692,0.6686712,0.24462,0.3291137169230769,0.5904576,0.1072116,4.184713186813188,5.9639,1.7317,5.48108076923077,5.9639,3.9617,3.666166153846153,5.5356,1.7317
150500,0.31263792527472517,0.7595532,0.0768204,0.580422323076923,0.7595532,0.3605796,0.20552416615384617,0.5243616,0.0768204,0.31501558681318687,0.6344568,0.0932148,0.4856149384615384,0.6344568,0.266166,0.2467758461538462,0.5224176,0.0932148,4.239985714285715,5.9159,2.1605,5.4634269230769235,5.9159,4.1552,3.7506092307692303,5.4976,2.1605
150600,0.7032918461538461,1.2187584,0.176742,0.8926312153846154,1.2187584,0.5127948,0.6275560984615384,1.0939212,0.176742,0.6975196615384617,1.6654248,0.146448,1.1668585846153845,1.6654248,0.688338,0.5097840923076922,0.9472464,0.146448,4.696345054945054,6.8018,2.4122,5.812203846153848,6.8018,3.704,4.250001538461539,6.4272,2.4122
150700,0.15189511648351656,0.4149468,0.0297432,0.3235538769230769,0.4149468,0.1780056,0.08323161230769231,0.2639304,0.0297432,0.17036098021978022,0.4129056,0.0459108,0.32902698461538454,0.4129056,0.1630368,0.10689457846153845,0.2593296,0.0459108,3.910394505494506,5.4938,2.1962,5.127530769230769,5.4938,4.092,3.4235400000000005,5.2649,2.1962
150800,0.23137516483516485,0.7506108,0.0304236,0.4535127692307693,0.7506108,0.2842128,0.1425201230769231,0.290952,0.0304236,0.23021766593406584,0.5365116,0.0710532,0.3657162461538462,0.5365116,0.1895076,0.1760182338461539,0.4046112,0.0710532,4.588472527472526,6.4751,2.0485,6.130792307692308,6.4751,5.5783,3.971544615384616,6.0572,2.0485
150900,0.4319543076923077,1.4745888,0.083754,0.8143004769230769,1.4745888,0.4691844,0.27901583999999996,0.71442,0.083754,0.39256552087912083,0.7773732,0.135432,0.5512785230769232,0.7661304,0.2789964,0.32908031999999987,0.7773732,0.135432,4.6423989010989,6.0946,2.6456,5.721203846153847,6.0946,5.1416,4.210876923076922,5.7322,2.6456
152200,0.16220686153846156,0.3923316,0.0346032,0.304259676923077,0.3923316,0.1863972,0.10538573538461538,0.3091932,0.0346032,0.16270140659340662,0.352998,0.0475956,0.2671654153846154,0.352998,0.1659204,0.12091580307692304,0.3001212,0.0475956,4.428191208791209,6.0528,2.4999,5.572384615384616,6.0528,4.4293,3.970513846153847,5.6712,2.4999
152500,0.16840807912087913,0.3760668,0.041148,0.28547639999999996,0.3760668,0.1620972,0.12158075076923079,0.2649024,0.041148,0.169087054945055,0.4127112,0.0428004,0.3079196307692308,0.4127112,0.1482624,0.1135540246153846,0.2367792,0.0428004,3.9329725274725282,5.7986,1.889,5.302961538461539,5.7986,3.9142,3.3849769230769224,5.5762,1.889
152900,0.1389732131868132,0.2498364,0.0207684,0.19777333846153844,0.2498364,0.123768,0.11545316307692306,0.2343816,0.0207684,0.12775141978021975,0.2829816,0.0195372,0.2285496,0.2829816,0.114534,0.0874321476923077,0.1847772,0.0195372,4.2009329670329665,5.7514,2.3617,4.986173076923077,5.7514,3.3551,3.8868369230769235,5.7223,2.3617
210100,1.7614769142857145,3.4730532,0.5448384,2.6534191846153847,3.4730532,1.4414112,1.4047000061538464,3.0085668,0.5448384,1.701232852747252,6.3455724,0.356076,3.4371839076923063,6.3455724,1.814076,1.0068524307692308,2.0435328,0.356076,4.103194505494507,6.3295,1.7228,5.384357692307692,6.3295,2.6589,3.59072923076923,5.678,1.7228
210200,0.6382871208791208,1.3596984,0.1585008,1.0053645230769228,1.3018968,0.5785668,0.49145616000000014,1.3596984,0.1585008,0.7102453846153846,2.7114588,0.1121688,1.6314396923076926,2.7114588,0.7467228,0.34176766153846144,0.9509724,0.1121688,4.166929670329671,6.3619,1.5559,5.404857692307692,6.3619,2.7491,3.67175846153846,5.4448,1.5559
210300,0.5131455032967034,1.3062708,0.1361124,0.865121123076923,1.3062708,0.4480596,0.3723552553846154,0.8403912,0.1361124,0.537518136263736,1.0901628,0.141588,0.808275323076923,1.0901628,0.5186592,0.42921526153846157,0.9207432,0.141588,4.422185714285715,6.1356,2.0581,5.586919230769231,6.1356,4.2301,3.9562923076923076,5.5691,2.0581
210400,0.27635063736263726,0.773712,0.0690444,0.47866139999999996,0.773712,0.2364552,0.19542633230769235,0.4336416,0.0690444,0.2877693230769231,0.57105,0.0811296,0.43277676923076924,0.57105,0.296298,0.22976634461538464,0.4929012,0.0811296,4.17114065934066,5.5384,2.2454,5.071423076923076,5.5384,3.9741,3.8110276923076913,5.2182,2.2454
210500,0.17686590329670324,0.5670648,0.0285444,0.3307367076923077,0.5670648,0.17901,0.11531758153846153,0.2609172,0.0285444,0.1865146945054944,0.3983256,0.0381024,0.2930380615384616,0.3983256,0.1912896,0.1439053476923077,0.334368,0.0381024,4.219045054945058,5.7931,1.8584,5.2710846153846145,5.7931,3.3502,3.798229230769232,5.4435,1.8584
210600,0.1839205582417583,0.7046028,0.0317196,0.3832633384615383,0.7046028,0.1972836,0.10418344615384616,0.3479436,0.0317196,0.19338883516483515,0.4391496,0.0437724,0.29194767692307694,0.3950532,0.17658,0.15396529846153847,0.4391496,0.0437724,4.272996703296705,5.9547,2.0854,5.4293653846153855,5.9547,3.9326,3.8104492307692297,5.3441,2.0854
210700,0.4759962329670331,1.3927464,0.1277856,0.8266959692307693,1.3927464,0.4320864,0.33571633846153853,0.7908192,0.1277856,0.4741772043956043,0.917406,0.1559736,0.6844375384615385,0.917406,0.466236,0.3900730707692309,0.8703936,0.1559736,4.216736263736265,5.6624,2.198,5.24673076923077,5.6624,4.2449,3.804738461538462,5.1184,2.198
210800,0.35739158241758245,0.8528652,0.0865404,0.5871415846153846,0.8528652,0.345708,0.2654915815384615,0.517428,0.0865404,0.38410947692307684,0.7178544,0.0939276,0.5606371384615383,0.7178544,0.3835188,0.3134984123076923,0.614304,0.0939276,4.857807692307693,6.3187,2.2779,5.794142307692308,6.3187,4.0594,4.483273846153846,6.1136,2.2779
210900,0.21196436043956035,0.7279308,0.050544,0.3916910769230769,0.7279308,0.2104056,0.14007367384615385,0.4032504,0.050544,0.21297125274725281,0.446796,0.071604,0.29899841538461547,0.446796,0.2082024,0.17856038769230764,0.4275828,0.071604,4.184697802197801,5.7681,2.1057,5.338276923076922,5.7681,4.7018,3.723266153846155,5.0774,2.1057
211000,0.3555522593406594,0.8157996,0.099954,0.5899092923076923,0.8157996,0.2600424,0.26180944615384616,0.4910544,0.099954,0.33915892747252757,0.7067088,0.1029024,0.48949421538461535,0.7067088,0.2757564,0.2790248123076923,0.5713416,0.1029024,4.4846318681318715,5.9354,2.1667,5.4421269230769225,5.9354,4.2122,4.101633846153846,5.5289,2.1667
211100,0.2996213142857142,0.598752,0.09396,0.4585796307692307,0.598752,0.2991816,0.23603798769230763,0.5500872,0.09396,0.3150536835164834,0.7026588,0.093312,0.5135537076923078,0.7026588,0.2846664,0.23565367384615393,0.4308228,0.093312,4.642841758241757,6.5247,1.886,5.909953846153846,6.5247,4.0316,4.135996923076922,6.2014,1.886
