city_baidu_id,name,province_id,420100_moveIn_mean,420100_moveIn_mean_before,420100_moveIn_mean_after,420100_moveIn_max,420100_moveIn_max_before,420100_moveIn_max_after,420100_moveIn_min,420100_moveIn_min_before,420100_moveIn_min_after
441200,肇庆市,440000,0.007912087912087912,0.0,0.011076923076923076,0.21,0.0,0.21,0.0,0.0,0.0
441300,惠州市,440000,0.06472527472527467,0.07038461538461538,0.06246153846153847,0.26,0.24,0.26,0.0,0.0,0.0
441400,梅州市,440000,0.002197802197802198,0.0,0.003076923076923077,0.06,0.0,0.06,0.0,0.0,0.0
441500,汕尾市,440000,0.0015384615384615387,0.0,0.002153846153846154,0.1,0.0,0.1,0.0,0.0,0.0
441600,河源市,440000,0.0013186813186813187,0.0,0.0018461538461538463,0.07,0.0,0.07,0.0,0.0,0.0
441700,阳江市,440000,0.0006593406593406593,0.0,0.0009230769230769231,0.03,0.0,0.03,0.0,0.0,0.0
441800,清远市,440000,0.01725274725274726,0.0023076923076923075,0.02323076923076924,0.16,0.06,0.16,0.0,0.0,0.0
441900,东莞市,440000,0.18648351648351644,0.20461538461538462,0.17923076923076925,0.68,0.52,0.68,0.02,0.08,0.02
442000,中山市,440000,0.035274725274725284,0.018846153846153846,0.04184615384615386,0.23,0.13,0.23,0.0,0.0,0.0
445100,潮州市,440000,0.001098901098901099,0.0,0.0015384615384615382,0.06,0.0,0.06,0.0,0.0,0.0
445200,揭阳市,440000,0.0009890109890109892,0.0,0.0013846153846153847,0.07,0.0,0.07,0.0,0.0,0.0
445300,云浮市,440000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450100,南宁市,450000,0.12505494505494502,0.20692307692307696,0.09230769230769233,0.83,0.36,0.83,0.0,0.0,0.0
450200,柳州市,450000,0.02362637362637363,0.045,0.015076923076923076,0.15,0.15,0.1,0.0,0.0,0.0
450300,桂林市,450000,0.06637362637362634,0.12499999999999999,0.04292307692307693,0.18,0.18,0.18,0.0,0.0,0.0
450400,梧州市,450000,0.0018681318681318683,0.0,0.0026153846153846158,0.04,0.0,0.04,0.0,0.0,0.0
450500,北海市,450000,0.017252747252747253,0.05307692307692307,0.002923076923076923,0.15,0.15,0.06,0.0,0.0,0.0
450600,防城港市,450000,0.0024175824175824176,0.0,0.003384615384615385,0.13,0.0,0.13,0.0,0.0,0.0
450700,钦州市,450000,0.004175824175824176,0.0,0.005846153846153847,0.1,0.0,0.1,0.0,0.0,0.0
450800,贵港市,450000,0.006043956043956044,0.0,0.008461538461538463,0.12,0.0,0.12,0.0,0.0,0.0
450900,玉林市,450000,0.00989010989010989,0.004230769230769231,0.012153846153846156,0.13,0.11,0.13,0.0,0.0,0.0
451000,百色市,450000,0.0030769230769230774,0.0,0.004307692307692308,0.08,0.0,0.08,0.0,0.0,0.0
451100,贺州市,450000,0.0006593406593406593,0.0,0.0009230769230769231,0.04,0.0,0.04,0.0,0.0,0.0
