id,city_id,city_baidu_id_x,city_name,province_id,city_baidu_id_y,moveIn_index_sum,moveIn_index_max,moveIn_index_min,moveOut_index_sum,moveOut_index_max,moveOut_index_min,travel_index_sum,travel_index_max,travel_index_min
130481,130400,130400,邯郸市,130000.0,130400.0,91.43118,3.4095816,0.2580984,92.87492400000001,1.7983296,0.4049352,354.5585999999999,5.9318,1.8626
130502,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130503,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130521,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130522,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130523,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130524,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130525,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130526,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130527,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130528,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130529,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130530,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130531,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130532,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130533,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130534,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130535,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130581,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130582,130500,130500,邢台市,130000.0,130500.0,75.39463799999996,2.8281312,0.1518588,74.81522880000004,1.7485632,0.2437128,328.54980000000006,5.7471,1.4716
130602,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130606,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130607,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130608,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130609,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130623,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130624,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130626,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130627,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130628,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130629,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130630,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130631,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130632,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130633,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130634,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130635,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130636,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130637,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130638,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130681,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130682,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130683,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130684,130600,130600,保定市,130000.0,130600.0,117.31492440000001,4.0152024,0.2290356,119.81082599999993,3.4231896,0.302616,287.13970000000006,5.2587,1.2619
130702,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130703,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130705,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130706,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130721,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130722,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130723,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130724,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130725,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130726,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130727,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130728,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130729,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130730,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130731,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130732,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130733,130700,130700,张家口市,130000.0,130700.0,45.123868800000004,1.8043884,0.121014,44.4501432,1.1820168,0.1748304,333.87820000000005,5.3764,2.0207
130802,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130803,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130804,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130821,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130822,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130823,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130824,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130825,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130826,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130827,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130828,130800,130800,承德市,130000.0,130800.0,33.687835199999995,1.4094324,0.0733212,31.809574800000004,0.8230896,0.0710532,340.08369999999996,5.4459,1.8534
130902,130900,130900,沧州市,130000.0,130900.0,87.76599480000002,2.7924264,0.2377512,86.8398732,2.24613,0.2301696,342.7269,5.8695,1.5548
130903,130900,130900,沧州市,130000.0,130900.0,87.76599480000002,2.7924264,0.2377512,86.8398732,2.24613,0.2301696,342.7269,5.8695,1.5548
130921,130900,130900,沧州市,130000.0,130900.0,87.76599480000002,2.7924264,0.2377512,86.8398732,2.24613,0.2301696,342.7269,5.8695,1.5548
130922,130900,130900,沧州市,130000.0,130900.0,87.76599480000002,2.7924264,0.2377512,86.8398732,2.24613,0.2301696,342.7269,5.8695,1.5548
130923,130900,130900,沧州市,130000.0,130900.0,87.76599480000002,2.7924264,0.2377512,86.8398732,2.24613,0.2301696,342.7269,5.8695,1.5548
130924,130900,130900,沧州市,130000.0,130900.0,87.76599480000002,2.7924264,0.2377512,86.8398732,2.24613,0.2301696,342.7269,5.8695,1.5548
130925,130900,130900,沧州市,130000.0,130900.0,87.76599480000002,2.7924264,0.2377512,86.8398732,2.24613,0.2301696,342.7269,5.8695,1.5548
