id,t2m_mean,t2m_max,t2m_min,t2m_mean_before,t2m_max_before,t2m_min_before,t2m_mean_after,t2m_max_after,t2m_min_after
511500,284.64235485348,295.21770833333335,278.160875,281.91144551282053,284.23462499999994,279.7180416666667,285.7347185897435,295.21770833333335,278.160875
511600,284.6918127289378,295.3314583333334,278.2254166666666,282.0462724358974,284.590125,280.813875,285.750028846154,295.3314583333334,278.2254166666666
511700,282.1946936813186,292.08708333333334,275.74525000000006,279.2211971153846,281.2735833333333,277.74724999999995,283.3840923076922,292.08708333333334,275.74525000000006
511800,272.9339913003663,283.3244166666667,266.99979166666657,270.3013173076923,272.65099999999995,266.99979166666657,273.98706089743587,283.3244166666667,267.415375
511900,281.0112586996337,290.78950000000003,275.92879166666677,277.90578685897435,280.1801666666666,275.92879166666677,282.25344743589733,290.78950000000003,276.17429166666665
512000,284.9877344322344,296.0047916666667,279.6984166666667,282.1733477564103,284.0485416666666,280.36091666666664,286.113489102564,296.0047916666667,279.6984166666667
513200,265.69931730769235,274.4906666666667,257.90962500000006,264.0167932692308,267.5939166666666,257.90962500000006,266.3723269230769,274.4906666666667,258.46295833333335
513300,262.5264249084249,274.09774999999996,251.8479166666666,259.2390384615385,263.7202916666667,251.8479166666666,263.8413794871795,274.09774999999996,254.65904166666667
513400,277.3829720695971,285.73049999999995,267.63158333333337,274.9076217948718,278.5342083333333,267.63158333333337,278.37311217948724,285.73049999999995,270.03095833333333
520100,282.36576739926744,294.0484166666667,274.3117916666667,279.456266025641,288.10770833333333,274.329625,283.52956794871795,294.0484166666667,274.3117916666667
520200,282.7859867216118,291.6294166666666,274.04912499999995,281.6665881410256,286.881125,274.04912499999995,283.2337461538461,291.6294166666666,274.82741666666664
520300,281.6768264652014,293.1935833333334,275.25370833333324,278.6766458333333,281.8317083333333,275.41108333333335,282.8768987179487,293.1935833333334,275.25370833333324
520400,284.1010462454212,293.71758333333327,276.15208333333334,282.3988894230769,288.37870833333335,276.15208333333334,284.78190897435894,293.71758333333327,276.52341666666666
520500,281.09057142857137,290.7494583333333,272.83016666666674,279.00257051282057,284.68733333333336,273.6579583333333,281.92577179487176,290.7494583333333,272.83016666666674
520600,281.29164743589735,294.1195416666667,274.807125,277.54055769230774,281.89712499999996,274.807125,282.7920833333334,294.1195416666667,274.9389583333334
522300,285.7595027472528,294.57362500000005,277.34391666666676,284.54848397435904,289.78245833333335,277.34391666666676,286.24391025641023,294.57362500000005,277.6369583333333
522600,282.409592032967,296.0292083333333,274.76616666666666,278.76569230769223,287.4819166666667,274.8779166666667,283.8671519230769,296.0292083333333,274.76616666666666
522700,283.7312925824176,294.9585833333333,275.408,281.21560737179493,287.6765416666667,275.408,284.7375666666667,294.9585833333333,275.66583333333335
530100,285.3880554029304,293.4553333333333,275.5622916666667,283.46208974358973,286.11716666666666,275.5622916666667,286.1584416666666,293.4553333333333,278.3755
530300,283.519923076923,291.1438333333333,273.73679166666665,282.06080448717944,285.84475000000003,273.73679166666665,284.10357051282057,291.1438333333333,275.3427500000001
530400,288.29072710622717,296.6998333333333,279.28891666666675,286.1653173076923,288.04058333333336,279.28891666666675,289.140891025641,296.6998333333333,281.8017499999999
530500,284.734653846154,291.5794583333333,278.652875,282.58327083333336,284.7652083333333,278.652875,285.59520705128205,291.5794583333333,279.72175
530600,280.8642857142858,291.47708333333327,273.6464583333333,278.4575128205129,281.72933333333333,274.73112499999996,281.82699487179485,291.47708333333327,273.6464583333333
530700,280.0797875457875,288.320125,271.6200833333333,277.35874038461543,280.849,271.6200833333333,281.16820641025646,288.320125,274.5177916666667
530800,289.70692170329664,296.7865,283.131,287.2033958333333,289.004125,283.131,290.7083320512819,296.7865,284.6352083333333
530900,287.8651785714286,294.7608333333334,281.5218333333333,285.1633477564102,287.4277916666667,281.5218333333333,288.94591089743597,294.7608333333334,282.39375
532300,286.780478937729,294.61949999999996,277.44666666666666,284.0678445512821,286.7105833333334,277.44666666666666,287.86553269230774,294.61949999999996,281.044375
532500,288.04297390109906,294.88466666666665,279.5317916666666,286.9850336538462,289.0017083333333,279.5317916666666,288.46614999999997,294.88466666666665,280.9637083333334
532600,287.35392032967036,295.07441666666665,277.49054166666673,286.6412644230769,290.20225,277.49054166666673,287.63898269230765,295.07441666666665,279.58716666666663
532800,291.8922019230769,298.5490416666666,286.52233333333334,289.9066073717949,291.55116666666663,286.52233333333334,292.6864397435898,298.5490416666666,286.65512500000006
532900,282.59396245421243,290.0090416666667,275.75691666666665,280.2282628205129,282.81850000000003,275.75691666666665,283.5402423076924,290.0090416666667,277.83491666666663
533100,287.7157577838828,294.9077916666667,282.14454166666667,285.3503349358974,287.50487499999997,282.14454166666667,288.661926923077,294.9077916666667,282.72312500000004
533300,274.7371543040294,282.0463333333333,266.95158333333336,272.46956891025644,276.25787499999996,266.95158333333336,275.6441884615385,282.0463333333333,267.5467916666667
533400,269.6049679487179,278.165375,258.4491666666666,266.9404567307692,272.5172083333334,259.60391666666663,270.6707724358975,278.165375,258.4491666666666
540100,262.5949162087912,272.06879166666664,254.23704166666667,259.6117003205128,264.07554166666665,254.23704166666667,263.7882025641026,272.06879166666664,256.1589583333333
540200,261.2501652930403,271.4893333333333,253.28695833333327,258.1594711538461,263.73579166666667,253.28695833333327,262.486442948718,271.4893333333333,254.87233333333336
540300,259.6884684065934,271.567,249.53800000000004,256.53570512820517,261.55649999999997,249.53800000000004,260.9495737179486,271.567,251.24183333333337
