id,rh_mean,rh_max,rh_min
110102,43.30702162299009,88.97947916666668,15.627597083333333
110106,48.743195616883106,88.24860833333332,22.50108333333333
110109,46.21350489718615,86.87129583333335,18.581041666666664
110111,48.54776477272726,87.50670416666667,19.63385
110112,40.18948054112555,93.78325833333336,9.338535833333335
110113,43.38110567717996,93.17784583333334,14.334961666666665
110114,46.64822276205935,89.5483,20.903879166666666
110115,42.563211796536805,93.75072916666666,10.765524999999998
110116,45.948610734771144,86.03393333333332,17.095270833333334
110117,43.27758818568337,93.46863333333333,14.618247499999997
110118,44.67861861587814,90.61510833333335,17.344350000000002
110119,45.069943617810765,84.37552499999998,16.4734
120104,45.07013128633273,89.10530833333335,10.267199583333333
120110,45.52358714131108,89.26892083333333,10.2613
120112,47.17568137832404,89.48444583333333,11.052650833333333
120114,43.885645601035876,92.77909166666667,10.426253333333333
120115,43.145147735389585,92.108225,9.768343750000001
120116,47.439531831323414,89.88655416666666,11.128964166666668
120118,46.70911401592454,90.63180833333332,11.238428333333333
120225,43.497690325834874,93.72775000000001,12.865867083333335
130100,52.002166701066805,87.98158333333335,19.951803749999996
130200,45.542261556895504,93.55152916666667,12.276570833333333
130302,49.799452721088414,87.92874583333332,20.748287499999996
130306,47.63796725803958,90.66940416666665,13.802941666666669
130321,46.20382791821273,87.35936666666667,17.027649999999998
130322,46.849009578695124,93.90377500000001,10.890307499999999
130324,45.406348419526886,94.08098333333334,11.431596666666666
130400,53.33050357258813,93.54847916666667,15.69496375
130500,51.97305835034016,92.16348749999997,16.162755833333332
130600,48.985350301484225,85.58514166666667,18.84944166666667
130703,45.330738244047616,80.75128333333332,18.334402083333334
130705,44.103007856369814,78.61635833333335,17.08042083333333
130721,42.17697187461347,81.64541666666668,18.367291666666667
130722,48.241328056199755,81.30030416666668,16.424085833333333
130723,48.84912345276749,86.10821666666668,12.609897083333335
130724,50.61649554073901,86.12541666666665,16.154516666666666
130725,45.73024633232839,77.85203333333332,13.610824583333331
130726,43.985670470006156,85.6554125,17.573962499999997
130727,42.36411666705317,84.90633333333331,19.24426666666667
130728,42.106142980828686,81.43673333333335,17.0928625
130729,45.38212707251083,78.70811250000001,16.61717708333333
130730,44.320600132575755,82.62911666666668,16.413933333333333
130731,43.25861619588746,81.66961666666667,17.713233333333335
130732,47.41022563350342,79.5742375,16.457958333333334
130733,48.472622786023486,82.52141250000001,17.17513333333333
130800,47.83960349799013,82.66422916666669,15.258504166666667
130900,47.97655434407852,91.769,13.765870833333333
131000,44.561946360544205,90.71977500000001,11.005405833333334
131100,49.053567709879395,95.88316250000001,14.633508333333332
140107,48.340224575216446,91.9346375,21.69153791666667
140109,49.87562641465678,91.95533333333333,19.860979166666667
140110,47.9877341063698,91.42743749999998,19.89891666666667
140122,48.878779383116864,88.46834166666667,23.103595833333333
140123,52.266165105132956,90.30007499999999,17.542395833333337
140181,49.97662583487939,89.643375,16.804149999999996
140211,45.7072575127551,80.8949875,17.038354166666668
140212,46.66193516774892,83.57455833333334,17.690720833333334
140221,44.12844843537416,79.82191666666667,19.043725
140222,43.16167487747371,79.23387916666667,16.573070833333336
140223,43.50690097789116,85.15069583333333,19.173945833333335
140224,47.62350982142858,86.49920416666667,21.617679166666672
140225,45.396093978045755,84.20571666666666,18.28656666666667
140226,47.82426423546691,86.69210833333334,14.97575
140227,42.421334849257896,77.85858333333333,19.903608333333334
140311,51.69400451994434,92.0485125,20.4779875
140321,51.81410409593384,89.60772916666669,17.02279875
140322,50.674565414347555,89.82536249999998,21.488162500000005
140402,75.68862775587506,90.93549999999999,53.12966249999999
140411,55.677191642316004,90.38342083333332,18.32208208333333
140421,56.65198873106056,90.5743625,17.737969583333335
140423,52.405222582328385,90.51507500000002,18.125687083333336
140424,54.19738725958565,91.16350416666667,17.609530833333334
140425,56.48074130024739,92.40695833333331,16.390529583333336
140426,54.673153012523194,92.75847083333333,18.98855166666667
140427,58.133666453308585,92.36631666666666,16.559509583333334
140428,56.947484612322214,92.2800958333333,17.164159166666668
140429,51.63829467841684,90.03601666666667,18.004679999999997
140430,52.65543504290357,93.92551666666668,18.652304166666664
140431,51.69862002048546,94.894725,17.382153750000004
140481,56.19009844581015,91.34734583333335,17.996407916666666
140521,56.79421013644095,91.13062916666668,15.626964583333335
140522,57.31687126120903,93.3631375,14.319641250000002
140524,57.25852356949599,91.33315416666666,16.370075
140525,56.19562815514846,92.19879166666665,15.465248749999995
140581,56.97626682282003,91.01388333333335,18.104276249999998
140602,51.95125793135436,86.93642083333334,18.64437916666667
140603,50.71806044758813,91.0997,15.896745833333334
140621,48.086327102659254,84.60475833333334,19.826233333333334
140622,44.541604935837974,83.0527,21.701062500000003
140623,47.423703153988846,89.26529583333333,15.155149999999997
140624,46.206523523500294,80.59238333333333,19.65598333333333
140702,47.48997445384972,89.31696249999999,19.332491666666666
140721,51.735198296227566,90.3819125,18.861929166666673
140722,53.02079334802104,89.74297916666666,18.506137499999998
140723,52.629039548546714,88.99237916666665,18.875545833333337
140724,51.88487282351574,89.30498333333333,18.469716666666667
140725,49.02781669797465,89.21532083333331,19.987295833333334
140726,49.34882620709648,88.36894166666666,18.582659583333335
140727,48.815685057591224,87.60043333333334,18.031045416666668
140728,48.277741488868266,87.38238333333332,17.469356666666666
140729,48.6771413624768,91.71919166666667,17.878239166666667
140781,46.96378376391464,86.93886250000001,18.59094916666667
140802,56.51639071815088,92.93264583333332,16.200854166666662
140821,53.980355145717354,94.61932083333335,14.613913750000002
140822,52.17485810490105,93.85881666666666,15.78450375
140823,54.67482470083487,98.41546666666666,16.3230125
140824,50.963710869279566,94.87980416666666,14.73615833333333
140825,53.788944301174986,98.12175416666668,16.232183333333335
140826,54.207889183286966,91.84879583333333,15.829267499999998
140827,57.47230199907236,92.45257083333335,14.475351666666663
140828,56.85593630372601,95.59695416666665,14.551975
140829,58.70235595508659,93.37341249999999,17.0609025
140830,60.06552891195115,93.63560833333332,17.296625416666664
140881,55.07681622719544,92.29735416666666,16.622287916666668
140882,51.99880435335495,94.0530375,16.39487625
140902,49.158994364564,89.01482500000002,24.094066666666667
140921,45.47479507575757,85.69975000000001,23.257079166666667
140922,48.57715763373531,86.42551666666667,20.17234166666667
140923,46.37820586348177,86.19689166666667,19.412295833333335
140924,47.552505333951764,84.30379166666667,18.296845833333336
140925,54.169111236085364,93.62585000000001,16.72196666666667
140926,53.332119484384684,91.54831666666666,16.46530416666667
140927,51.855604785095835,91.32594583333334,15.797816666666671
140928,49.506066430890556,89.77565416666665,14.759083333333331
140929,48.95942028447742,90.74832916666668,14.482350000000002
140930,46.17599053455472,90.46870416666667,14.618477499999997
140931,46.397036785714285,92.35935833333332,14.813917916666666
140932,46.725700013914675,92.5443125,14.473519166666668
140981,50.19888050788497,89.02359999999999,21.36805
141002,52.668484122217095,93.63063333333332,16.194512916666667
141022,55.983150975185524,95.89110833333336,14.40541791666667
141023,53.36859668599259,92.51469999999999,17.536865000000002
141024,51.75588537337663,93.2267375,16.598483750000003
141025,50.56500500579778,90.4492125,13.655311666666668
141026,53.75850026863015,94.55372916666666,16.700860000000002
141027,54.47538461811997,93.47119583333334,14.132945833333332
141028,51.9689104151206,94.29270833333334,17.320881666666665
141029,53.519412948747686,94.81742083333332,16.90148375
141030,51.36131545570501,95.74805416666668,17.3641625
141031,49.61912007150587,93.59892916666668,14.7943
141032,48.953082041589376,95.66362083333331,15.018942500000001
141033,51.17029693375078,92.91167916666667,16.472595833333337
141034,51.12155162608226,92.80074583333334,17.210319583333334
141081,54.31398165777672,95.87145000000002,19.282197916666668
141082,47.1490405569728,90.58634166666667,12.596391666666667
141102,48.65011861974335,91.35363749999999,13.775441666666666
141121,47.57004680233458,89.82295416666666,19.993940416666668
141122,52.227221355132976,93.02670416666666,16.715570833333334
141123,46.75217317949907,92.08828333333334,14.650769583333334
141124,46.74598722402598,94.94603333333332,15.364356666666664
141125,46.692201382575774,92.70686666666666,15.48317958333333
141126,47.727297951066774,94.51274166666666,14.946301249999998
141127,54.181003934755765,91.7156,17.068254166666666
141128,50.681411798855905,93.86976666666665,14.323856666666666
141129,47.93612557939086,91.0541625,14.169222083333333
141130,51.00708755333953,95.46821666666665,17.250695833333335
141181,49.9845317285096,93.24460416666665,19.720703333333336
141182,52.02181411178107,93.19670416666668,18.00668333333334
150102,47.54010082173776,88.02402083333334,14.502396666666668
150103,45.450834081246136,89.5150875,15.631695833333337
150105,45.67329122217067,92.92778749999997,16.231112500000002
150121,44.00852182243352,88.10720416666668,15.76385375
150122,45.030657753555964,85.541725,15.394249583333334
150123,45.698128344928875,89.91730000000001,16.664433333333335
150124,46.46542420299936,90.61022916666667,13.103224166666665
150125,45.43859417014531,85.29949166666667,13.78207375
150202,42.039941894712435,83.30613749999999,12.585090000000003
150207,42.21547230326221,85.85427499999999,11.671500000000002
150221,43.274600584415566,83.6802,13.902694583333334
150222,44.68073064046075,84.27865416666667,13.240625
150223,44.03434747719541,88.50397083333331,10.795114583333335
150302,38.6713434809833,85.02980416666666,7.006381666666665
150303,38.174261448670386,82.20449166666667,6.744722499999999
150402,40.194907350417445,73.86354583333333,11.139620416666666
150403,40.370836055581314,72.37202916666668,10.674473749999999
