id,class_id
350783,713
350802,714
350803,715
350821,716
350823,717
350824,718
350825,719
350881,720
350902,721
350921,722
350922,723
350923,724
350924,725
350925,726
350926,727
350981,728
350982,729
360103,730
360112,731
360121,732
360123,733
360124,734
360222,735
360281,736
360302,737
360313,738
360321,739
360322,740
360323,741
360402,742
360421,743
360423,744
360424,745
360425,746
360426,747
360427,748
360428,749
360429,750
360430,751
360481,752
360502,753
360521,754
360622,755
360681,756
360702,757
360703,758
360721,759
360722,760
360723,761
360724,762
360725,763
360726,764
360727,765
360728,766
360729,767
360730,768
360731,769
360732,770
360733,771
360734,772
360735,773
360781,774
360802,775
360803,776
360821,777
360822,778
360823,779
360824,780
360825,781
360826,782
360827,783
360828,784
360829,785
360830,786
360881,787
360902,788
360921,789
360922,790
360923,791
360924,792
360925,793
360926,794
360981,795
360982,796
360983,797
361002,798
361021,799
361022,800
361023,801
361024,802
361025,803
361026,804
361027,805
361028,806
361029,807
361030,808
361102,809
361103,810
361121,811
361123,812
361124,813
361125,814
361126,815
361127,816
361128,817
361129,818
361130,819
361181,820
370102,821
370104,822
370112,823
370113,824
370124,825
370125,826
370126,827
370181,828
370203,829
370211,830
370212,831
370281,832
370282,833
370283,834
370285,835
370302,836
370303,837
370304,838
370305,839
370322,840
370323,841
370402,842
370403,843
370405,844
370406,845
370481,846
370502,847
370503,848
370521,849
370522,850
370523,851
370611,852
370612,853
370613,854
370681,855
370682,856
370683,857
370684,858
370685,859
370686,860
370687,861
370703,862
370704,863
370705,864
370724,865
370725,866
370781,867
370782,868
370783,869
370784,870
370785,871
370786,872
370811,873
370812,874
370826,875
370828,876
370829,877
370830,878
370831,879
370832,880
370881,881
370883,882
370911,883
370921,884
370923,885
370982,886
370983,887
371002,888
371003,889
371082,890
371083,891
371103,892
371121,893
371122,894
371202,895
371203,896
371302,897
371312,898
371321,899
371322,900
371323,901
371324,902
371325,903
371326,904
371327,905
371328,906
371329,907
371402,908
371403,909
371422,910
371424,911
371425,912
371426,913
371427,914
371428,915
371481,916
371482,917
371502,918
371521,919
371522,920
371523,921
371524,922
371525,923
371526,924
371581,925
371602,926
371603,927
371621,928
371622,929
371623,930
371625,931
371626,932
371702,933
371721,934
371722,935
371723,936
371724,937
371725,938
371726,939
371727,940
371728,941
410100,942
410202,943
410212,944
410221,945
410222,946
410223,947
410225,948
410305,949
410306,950
410311,951
410322,952
410323,953
410324,954
410325,955
410326,956
410327,957
410328,958
410329,959
410404,960
410421,961
410422,962
410423,963
410425,964
410481,965
410482,966
410503,967
410522,968
410523,969
410526,970
410527,971
410581,972
410611,973
410621,974
410622,975
410704,976
410721,977
410724,978
410725,979
410726,980
410727,981
410728,982
410781,983
410782,984
410811,985
410821,986
410823,987
410825,988
410882,989
410883,990
410900,991
411023,992
411024,993
411025,994
411081,995
411103,996
411104,997
411121,998
411122,999
411203,1000
411221,1001
411224,1002
411282,1003
411300,1004
411403,1005
411421,1006
411422,1007
411423,1008
411424,1009
411425,1010
411426,1011
411481,1012
411502,1013
411503,1014
411521,1015
411522,1016
411523,1017
411524,1018
411525,1019
411526,1020
411527,1021
411528,1022
411602,1023
411621,1024
411622,1025
411623,1026
411624,1027
411625,1028
411626,1029
411627,1030
411628,1031
411681,1032
411702,1033
411721,1034
411722,1035
411723,1036
411724,1037
411725,1038
411726,1039
411727,1040
411728,1041
411729,1042
419001,1043
420107,1044
420112,1045
420114,1046
420115,1047
420116,1048
420117,1049
420222,1050
420281,1051
420302,1052
420303,1053
420304,1054
420322,1055
420323,1056
420324,1057
420325,1058
420381,1059
420503,1060
420504,1061
420506,1062
420525,1063
420526,1064
420527,1065
420528,1066
420529,1067
420581,1068
420582,1069
420583,1070
420602,1071
420606,1072
420607,1073
420624,1074
420625,1075
420626,1076
420682,1077
420683,1078
420684,1079
420700,1080
420802,1081
420804,1082
420821,1083
420822,1084
420881,1085
420902,1086
420921,1087
420922,1088
420981,1089
420982,1090
420984,1091
421002,1092
421003,1093
421022,1094
421023,1095
421024,1096
421081,1097
421083,1098
421087,1099
421121,1100
421122,1101
421123,1102
421124,1103
421125,1104
421126,1105
421127,1106
421181,1107
421182,1108
421202,1109
421221,1110
421222,1111
421223,1112
421224,1113
421281,1114
421303,1115
421321,1116
421381,1117
422801,1118
422802,1119
422822,1120
422823,1121
422825,1122
422826,1123
422827,1124
422828,1125
429004,1126
429005,1127
429006,1128
429021,1129
430104,1130
430112,1131
430121,1132
430124,1133
430181,1134
430204,1135
430221,1136
430223,1137
430224,1138
430225,1139
430281,1140
430302,1141
430321,1142
430381,1143
430382,1144
430405,1145
430421,1146
430422,1147
430423,1148
430424,1149
430426,1150
430481,1151
430482,1152
430521,1153
430522,1154
430523,1155
430524,1156
430525,1157
430527,1158
430528,1159
430529,1160
430581,1161
430602,1162
430611,1163
430621,1164
430623,1165
430624,1166
430626,1167
430681,1168
430682,1169
430703,1170
430721,1171
430722,1172
430723,1173
430724,1174
430725,1175
430726,1176
430781,1177
430802,1178
430811,1179
430821,1180
430822,1181
430902,1182
430903,1183
430921,1184
430922,1185
430923,1186
430981,1187
431002,1188
431003,1189
431021,1190
431022,1191
431023,1192
431024,1193
431025,1194
431026,1195
431027,1196
431028,1197
431081,1198
431102,1199
431103,1200
431121,1201
431122,1202
431123,1203
431124,1204
431125,1205
431126,1206
431127,1207
431128,1208
431129,1209
431202,1210
431221,1211
431222,1212
431223,1213
431224,1214
431225,1215
431226,1216
431227,1217
431228,1218
431229,1219
431230,1220
431281,1221
431321,1222
431322,1223
431382,1224
433100,1225
440106,1226
440111,1227
440114,1228
440115,1229
440117,1230
440118,1231
440200,1232
440306,1233
440307,1234
440403,1235
440500,1236
440605,1237
440606,1238
440607,1239
440608,1240
440700,1241
440823,1242
440825,1243
440881,1244
440882,1245
440883,1246
440900,1247
441203,1248
441204,1249
441223,1250
441224,1251
441225,1252
441226,1253
441284,1254
441302,1255
441303,1256
441322,1257
441323,1258
441324,1259
441403,1260
441422,1261
441423,1262
441424,1263
441426,1264
441427,1265
441481,1266
441521,1267
441523,1268
441581,1269
441600,1270
441702,1271
441704,1272
441721,1273
441781,1274
441800,1275
441900,1276
442000,1277
445100,1278
445203,1279
445222,1280
445224,1281
445281,1282
445302,1283
445303,1284
445321,1285
445322,1286
445381,1287
450102,1288
450103,1289
450105,1290
450107,1291
450108,1292
450109,1293
450110,1294
450123,1295
450124,1296
450125,1297
450126,1298
450127,1299
450203,1300
450205,1301
450221,1302
450222,1303
450223,1304
450224,1305
450225,1306
450226,1307
450311,1308
450312,1309
450321,1310
450323,1311
450324,1312
450325,1313
450326,1314
450327,1315
450328,1316
450329,1317
450330,1318
450331,1319
450332,1320
450405,1321
450406,1322
450421,1323
450422,1324
450423,1325
450481,1326
450500,1327
450600,1328
450702,1329
450703,1330
450721,1331
450722,1332
450802,1333
450803,1334
450804,1335
450821,1336
450881,1337
450902,1338
450903,1339
450921,1340
450923,1341
450924,1342
450981,1343
451002,1344
451021,1345
451022,1346
451023,1347
451024,1348
451026,1349
451027,1350
451028,1351
451029,1352
451030,1353
451031,1354
451081,1355
451102,1356
451121,1357
451122,1358
451123,1359
451202,1360
451221,1361
451222,1362
451223,1363
451224,1364
451225,1365
451226,1366
451227,1367
451228,1368
451229,1369
451281,1370
451302,1371
451321,1372
451322,1373
451323,1374
451324,1375
451381,1376
451402,1377
451421,1378
451422,1379
451423,1380
451424,1381
451425,1382
451481,1383
460100,1384
460200,1385
460400,1386
469001,1387
469002,1388
469005,1389
469006,1390
469007,1391
469021,1392
469022,1393
469023,1394
469024,1395
469025,1396
469026,1397
469027,1398
469028,1399
469029,1400
469030,1401
500101,1402
500102,1403
500105,1404
500106,1405
500107,1406
500109,1407
500110,1408
500111,1409
500112,1410
500113,1411
500114,1412
500115,1413
500116,1414
500117,1415
500118,1416
500119,1417
500120,1418
500151,1419
500152,1420
500153,1421
500228,1422
500229,1423
500230,1424
500231,1425
500232,1426
500233,1427
500234,1428
500235,1429
500236,1430
500237,1431
500238,1432
500240,1433
500241,1434
500242,1435
500243,1436
510108,1437
510112,1438
510113,1439
510114,1440
510116,1441
510121,1442
510124,1443
510129,1444
510131,1445
510132,1446
510181,1447
510182,1448
510183,1449
510184,1450
510303,1451
510311,1452
510321,1453
510322,1454
510403,1455
510411,1456
510421,1457
510422,1458
510502,1459
510503,1460
510521,1461
510522,1462
510524,1463
510525,1464
510603,1465
510623,1466
510682,1467
510683,1468
510703,1469
510704,1470
510722,1471
510723,1472
510724,1473
510725,1474
510726,1475
510727,1476
510781,1477
510802,1478
510811,1479
510812,1480
510821,1481
510822,1482
510823,1483
510824,1484
510904,1485
510921,1486
510922,1487
510923,1488
511011,1489
511024,1490
511025,1491
511028,1492
511102,1493
511111,1494
511112,1495
511113,1496
511123,1497
511124,1498
511126,1499
511129,1500
511132,1501
511133,1502
511181,1503
511302,1504
511303,1505
511304,1506
511321,1507
511322,1508
511323,1509
511324,1510
511325,1511
511381,1512
511402,1513
511421,1514
511423,1515
511425,1516
511502,1517
511503,1518
511521,1519
511523,1520
511524,1521
511525,1522
511526,1523
511527,1524
511528,1525
511602,1526
511621,1527
511622,1528
511623,1529
511702,1530
511703,1531
511722,1532
511723,1533
511724,1534
511725,1535
511781,1536
511802,1537
511803,1538
511822,1539
511823,1540
511824,1541
511825,1542
511826,1543
511827,1544
511902,1545
511903,1546
511921,1547
511922,1548
511923,1549
512002,1550
512021,1551
512022,1552
512081,1553
513201,1554
513221,1555
513222,1556
513223,1557
513224,1558
513225,1559
513226,1560
513227,1561
513228,1562
513230,1563
513231,1564
513232,1565
513233,1566
513301,1567
513322,1568
513323,1569
513324,1570
513325,1571
513326,1572
513327,1573
513328,1574
513329,1575
513330,1576
513331,1577
513332,1578
513333,1579
513334,1580
513335,1581
513336,1582
513337,1583
513338,1584
513401,1585
513422,1586
513423,1587
513424,1588
513425,1589
513426,1590
513427,1591
513428,1592
513429,1593
513430,1594
513431,1595
513432,1596
513433,1597
513434,1598
513435,1599
513436,1600
513437,1601
520102,1602
520111,1603
520112,1604
520115,1605
520121,1606
520122,1607
520123,1608
520181,1609
520201,1610
520203,1611
520221,1612
520222,1613
520321,1614
520322,1615
520323,1616
520324,1617
520325,1618
520326,1619
520327,1620
520328,1621
520329,1622
520330,1623
520381,1624
520382,1625
520402,1626
520403,1627
520422,1628
520423,1629
520424,1630
520425,1631
520502,1632
520521,1633
520522,1634
520523,1635
520524,1636
520525,1637
520526,1638
520527,1639
520602,1640
520603,1641
520621,1642
520623,1643
520624,1644
520625,1645
520626,1646
520627,1647
520628,1648
522301,1649
522322,1650
522323,1651
522324,1652
522325,1653
522326,1654
522327,1655
522328,1656
522601,1657
522622,1658
522623,1659
522624,1660
522625,1661
522626,1662
522627,1663
522628,1664
522629,1665
522630,1666
522631,1667
522632,1668
522633,1669
522634,1670
522635,1671
522636,1672
522701,1673
522702,1674
522722,1675
522723,1676
522725,1677
522726,1678
522727,1679
522728,1680
522729,1681
522730,1682
522731,1683
522732,1684
530102,1685
530103,1686
530112,1687
530113,1688
530114,1689
530122,1690
530124,1691
530125,1692
530126,1693
530127,1694
530128,1695
530129,1696
530181,1697
530302,1698
530321,1699
530322,1700
530323,1701
530324,1702
530325,1703
530326,1704
530328,1705
530381,1706
530402,1707
530403,1708
530422,1709
530423,1710
530425,1711
530426,1712
530427,1713
530428,1714
530502,1715
530521,1716
530523,1717
530524,1718
530581,1719
530600,1720
530700,1721
530802,1722
530821,1723
530822,1724
530823,1725
530824,1726
530825,1727
530826,1728
530827,1729
530828,1730
530829,1731
530902,1732
530921,1733
530922,1734
530923,1735
530924,1736
530925,1737
530926,1738
530927,1739
532301,1740
532322,1741
532323,1742
532324,1743
532325,1744
532326,1745
532327,1746
532328,1747
532329,1748
532331,1749
532501,1750
532502,1751
532503,1752
532504,1753
532523,1754
532524,1755
532525,1756
532527,1757
532528,1758
532529,1759
532530,1760
532531,1761
532532,1762
532601,1763
532622,1764
532623,1765
532624,1766
532625,1767
532626,1768
532627,1769
532628,1770
532801,1771
532822,1772
532823,1773
532900,1774
533102,1775
533103,1776
533122,1777
533123,1778
533124,1779
533321,1780
533323,1781
533324,1782
533325,1783
533401,1784
533422,1785
533423,1786
540100,1787
540202,1788
540221,1789
540222,1790
540223,1791
540224,1792
540225,1793
540226,1794
540227,1795
540228,1796
540229,1797
540230,1798
540231,1799
540232,1800
540233,1801
540234,1802
540235,1803
540236,1804
540237,1805
540302,1806
540321,1807
540322,1808
540323,1809
540324,1810
540325,1811
540326,1812
540327,1813
540328,1814
540329,1815
540330,1816
540402,1817
540421,1818
540422,1819
540423,1820
540424,1821
540425,1822
540426,1823
542221,1824
542222,1825
542223,1826
542224,1827
542225,1828
542226,1829
542227,1830
542228,1831
542229,1832
542231,1833
542232,1834
542233,1835
542421,1836
542422,1837
542423,1838
542424,1839
542425,1840
542426,1841
542427,1842
542428,1843
542429,1844
542430,1845
542431,1846
542521,1847
542522,1848
542523,1849
542524,1850
542525,1851
542526,1852
542527,1853
610112,1854
610115,1855
610116,1856
610122,1857
610124,1858
610125,1859
610203,1860
610204,1861
610222,1862
610302,1863
610304,1864
610322,1865
610323,1866
610324,1867
610326,1868
610327,1869
610328,1870
610329,1871
610330,1872
610331,1873
610402,1874
610422,1875
610423,1876
610424,1877
610425,1878
610426,1879
610427,1880
610428,1881
610429,1882
610430,1883
610431,1884
610502,1885
610503,1886
610523,1887
610524,1888
610525,1889
610526,1890
610527,1891
610528,1892
610581,1893
610582,1894
610602,1895
610621,1896
610622,1897
610623,1898
610624,1899
610625,1900
610626,1901
610627,1902
610628,1903
610629,1904
610630,1905
610631,1906
610632,1907
610702,1908
610721,1909
610722,1910
610723,1911
610724,1912
610725,1913
610726,1914
610727,1915
610728,1916
610729,1917
610730,1918
610802,1919
610803,1920
610821,1921
610822,1922
610824,1923
610825,1924
610826,1925
610828,1926
610829,1927
610830,1928
610831,1929
610902,1930
610921,1931
610922,1932
610923,1933
610924,1934
610925,1935
610926,1936
610927,1937
610928,1938
610929,1939
611002,1940
611021,1941
611022,1942
611023,1943
611024,1944
611025,1945
611026,1946
620103,1947
620104,1948
620111,1949
620121,1950
620122,1951
620123,1952
620200,1953
620300,1954
620400,1955
620502,1956
620503,1957
620521,1958
620522,1959
620523,1960
620524,1961
620525,1962
620602,1963
620621,1964
620622,1965
620623,1966
620700,1967
620802,1968
620821,1969
620822,1970
620824,1971
620825,1972
620826,1973
620902,1974
620921,1975
620922,1976
620923,1977
620924,1978
620981,1979
620982,1980
621002,1981
621021,1982
621022,1983
621023,1984
621024,1985
621025,1986
621026,1987
621027,1988
621102,1989
621121,1990
621122,1991
621123,1992
621124,1993
621125,1994
621126,1995
621202,1996
621221,1997
621222,1998
621223,1999
621224,2000
621225,2001
621226,2002
621227,2003
621228,2004
622900,2005
623001,2006
623021,2007
623022,2008
623023,2009
623024,2010
623025,2011
623026,2012
623027,2013
630121,2014
630122,2015
630123,2016
630202,2017
630203,2018
630222,2019
630223,2020
630224,2021
630225,2022
632221,2023
632222,2024
632223,2025
632224,2026
632321,2027
632322,2028
632323,2029
632324,2030
632521,2031
632522,2032
632523,2033
632524,2034
632525,2035
632621,2036
632622,2037
632623,2038
632624,2039
632625,2040
632626,2041
632701,2042
632722,2043
632723,2044
632724,2045
632725,2046
632726,2047
632800,2048
632801,2049
632802,2050
632821,2051
632822,2052
632823,2053
640104,2054
640105,2055
640106,2056
640121,2057
640122,2058
640181,2059
640202,2060
640205,2061
640221,2062
640302,2063
640303,2064
640323,2065
640324,2066
640381,2067
640402,2068
640422,2069
640423,2070
640424,2071
640425,2072
640502,2073
640521,2074
640522,2075
650100,2076
650202,2077
650203,2078
650204,2079
650205,2080
650400,2081
652201,2082
652222,2083
652223,2084
652300,2085
652701,2086
652702,2087
652722,2088
652723,2089
652800,2090
652900,2091
653001,2092
653022,2093
653023,2094
653024,2095
653121,2096
653122,2097
653123,2098
653124,2099
653125,2100
653126,2101
653127,2102
653128,2103
653129,2104
653130,2105
653131,2106
653201,2107
653221,2108
653222,2109
653223,2110
653224,2111
653225,2112
653226,2113
653227,2114
654000,2115
654201,2116
654202,2117
654221,2118
654223,2119
654224,2120
654225,2121
654226,2122
654301,2123
654321,2124
654322,2125
654323,2126
654324,2127
654325,2128
654326,2129
659001,2130
659002,2131
659003,2132
659004,2133
659005,2134
710000,2135
810000,2136
