130600 110000
131000 110000
130700 110000
130400 110000
120000 110000
130800 110000
130100 110000
130500 110000
130900 110000
131100 110000
130200 110000
411600 110000
371400 110000
230100 110000
371700 110000
150400 110000
141000 110000
411500 110000
371500 110000
140200 110000
140800 110000
130300 110000
610100 110000
410100 110000
210100 110000
140100 110000
411700 110000
411300 110000
370100 110000
220100 110000
370800 110000
370900 110000
410500 110000
500000 110000
410900 110000
411400 110000
370700 110000
310000 110000
370200 110000
371300 110000
370600 110000
211300 110000
510100 110000
150100 110000
210200 110000
140900 110000
140700 110000
140400 110000
341200 110000
211400 110000
340100 110000
141100 110000
210700 110000
320300 110000
410300 110000
340200 110000
410700 110000
440100 110000
230200 110000
150900 110000
220200 110000
150500 110000
231200 110000
150200 110000
371600 110000
430100 110000
140600 110000
210300 110000
420100 110000
410200 110000
610500 110000
320100 110000
370300 110000
140300 110000
460200 110000
411000 110000
440300 110000
340800 110000
370400 110000
220300 110000
410400 110000
330100 110000
420900 110000
320600 110000
341300 110000
421100 110000
371000 110000
530100 110000
231000 110000
210900 110000
360100 110000
230600 110000
210600 110000
410800 110000
420600 110000
210800 110000
610300 110000
341600 110000
152500 110000
230800 110000
130900 120000
110000 120000
130200 120000
371400 120000
131000 120000
130400 120000
130600 120000
131100 120000
130500 120000
130100 120000
130700 120000
371600 120000
371700 120000
130300 120000
130800 120000
371500 120000
230100 120000
150400 120000
370100 120000
140200 120000
411600 120000
370800 120000
370900 120000
341200 120000
410900 120000
220100 120000
410500 120000
411700 120000
210100 120000
211400 120000
141000 120000
230200 120000
140100 120000
140700 120000
411400 120000
210700 120000
411300 120000
140800 120000
211300 120000
140900 120000
610100 120000
370700 120000
371300 120000
411500 120000
220500 120000
310000 120000
150500 120000
500000 120000
370200 120000
231200 120000
370600 120000
220200 120000
141100 120000
320300 120000
140600 120000
140400 120000
210200 120000
410100 120000
220300 120000
150900 120000
510100 120000
341600 120000
621000 120000
140300 120000
340200 120000
410700 120000
150100 120000
410300 120000
341300 120000
340800 120000
421100 120000
440100 120000
340100 120000
410200 120000
211200 120000
370400 120000
220700 120000
320600 120000
210300 120000
370300 120000
210400 120000
230600 120000
210900 120000
610500 120000
620500 120000
210800 120000
420900 120000
370500 120000
231000 120000
620800 120000
620100 120000
150700 120000
150200 120000
320900 120000
210600 120000
220400 120000
371000 120000
330300 120000
411000 120000
530100 120000
130500 130100
130600 130100
130400 130100
131100 130100
130900 130100
130700 130100
110000 130100
130200 130100
130800 130100
131000 130100
120000 130100
130300 130100
140300 130100
371400 130100
411600 130100
140100 130100
140700 130100
371500 130100
410500 130100
411700 130100
140900 130100
371700 130100
610100 130100
410100 130100
370100 130100
140200 130100
310000 130100
341200 130100
140800 130100
500000 130100
411400 130100
230100 130100
411300 130100
320300 130100
141000 130100
460200 130100
410900 130100
370700 130100
411500 130100
141100 130100
320600 130100
410200 130100
440100 130100
330300 130100
530100 130100
410700 130100
510100 130100
370200 130100
370800 130100
150400 130100
450500 130100
140400 130100
370900 130100
210100 130100
371300 130100
330100 130100
320900 130100
140600 130100
220100 130100
370600 130100
371600 130100
341600 130100
411000 130100
320100 130100
370300 130100
610500 130100
410300 130100
150900 130100
341300 130100
430100 130100
610900 130100
340100 130100
350200 130100
440300 130100
610400 130100
420900 130100
610800 130100
150200 130100
450300 130100
150100 130100
410400 130100
411100 130100
211400 130100
420100 130100
152500 130100
370400 130100
511900 130100
421100 130100
360100 130100
340800 130100
321000 130100
140500 130100
440800 130100
231200 130100
469028 130100
220200 130100
330700 130100
320500 130100
429006 130100
350500 130100
120000 130200
130300 130200
110000 130200
130800 130200
130900 130200
130600 130200
130100 130200
131000 130200
130400 130200
131100 130200
130500 130200
130700 130200
150400 130200
211400 130200
371400 130200
211300 130200
230100 130200
210100 130200
210700 130200
220100 130200
371700 130200
411600 130200
210200 130200
140200 130200
341200 130200
231200 130200
210300 130200
371500 130200
370100 130200
610100 130200
230200 130200
500000 130200
150500 130200
370700 130200
370800 130200
410500 130200
371300 130200
140100 130200
220200 130200
371600 130200
410700 130200
310000 130200
320300 130200
411300 130200
210800 130200
220300 130200
211200 130200
370900 130200
140700 130200
410900 130200
410100 130200
210900 130200
460200 130200
210600 130200
510100 130200
141000 130200
211100 130200
220500 130200
370200 130200
411700 130200
411400 130200
370600 130200
220400 130200
411500 130200
150100 130200
320100 130200
220700 130200
150900 130200
440100 130200
511800 130200
371000 130200
410300 130200
211000 130200
321000 130200
140900 130200
410200 130200
210400 130200
341600 130200
320900 130200
230700 130200
370300 130200
230600 130200
231000 130200
340200 130200
341300 130200
140800 130200
350200 130200
330300 130200
320500 130200
320600 130200
610500 130200
370500 130200
210500 130200
420100 130200
370400 130200
530100 130200
230800 130200
150700 130200
140300 130200
371100 130200
130200 130300
211400 130300
110000 130300
120000 130300
130800 130300
130100 130300
130900 130300
130600 130300
131000 130300
131100 130300
230100 130300
130700 130300
130500 130300
210100 130300
130400 130300
210700 130300
211300 130300
230200 130300
220100 130300
150400 130300
231200 130300
210200 130300
371400 130300
371700 130300
220300 130300
220200 130300
210900 130300
210300 130300
220500 130300
210800 130300
150500 130300
610100 130300
370700 130300
140200 130300
150700 130300
370100 130300
211100 130300
310000 130300
211200 130300
230800 130300
220700 130300
230700 130300
231000 130300
371600 130300
411600 130300
370600 130300
230600 130300
140100 130300
371500 130300
211000 130300
210400 130300
152200 130300
371300 130300
231100 130300
370900 130300
210600 130300
510100 130300
370800 130300
341200 130300
440100 130300
140700 130300
320500 130300
411500 130300
370200 130300
320300 130300
220800 130300
220400 130300
330300 130300
230300 130300
410100 130300
140800 130300
140600 130300
320100 130300
320600 130300
410500 130300
371000 130300
140900 130300
210500 130300
460200 130300
150900 130300
222400 130300
320900 130300
141000 130300
500000 130300
610300 130300
410900 130300
440300 130300
410700 130300
150200 130300
232700 130300
341300 130300
370400 130300
230500 130300
150100 130300
411700 130300
341600 130300
220600 130300
421100 130300
410300 130300
330100 130300
130500 130400
410500 130400
130100 130400
371500 130400
410900 130400
120000 130400
110000 130400
130600 130400
140400 130400
131100 130400
130900 130400
410100 130400
131000 130400
140700 130400
130200 130400
410700 130400
371700 130400
130700 130400
371400 130400
370100 130400
140100 130400
610100 130400
370900 130400
411600 130400
370800 130400
320300 130400
500000 130400
370700 130400
141000 130400
130300 130400
410600 130400
411400 130400
130800 130400
310000 130400
510100 130400
341200 130400
411300 130400
341500 130400
440100 130400
411700 130400
410300 130400
411000 130400
371300 130400
370200 130400
610900 130400
140800 130400
460200 130400
410200 130400
371600 130400
411500 130400
530100 130400
321000 130400
141100 130400
430100 130400
320500 130400
230100 130400
371100 130400
440800 130400
410400 130400
210100 130400
370300 130400
